Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2012-03-09,8:00pm,CAD,Unemployment Rate,High,7.4%,7.6%,7.6%
2012-03-09,9:30pm,CAD,Trade Balance,High,2.1B,2.0B,2.9B
2012-03-09,9:30pm,CAD,Labor Productivity q/q,Medium,0.7%,0.6%,0.6%
2012-03-09,9:30pm,USD,Non-Farm Employment Change,High,227K,209K,284K
2012-03-09,9:30pm,USD,Trade Balance,High,-52.6B,-48.9B,-50.4B
2012-03-09,9:30pm,USD,Unemployment Rate,High,8.3%,8.3%,8.3%
2012-03-09,9:30pm,USD,Average Hourly Earnings m/m,Medium,0.1%,0.2%,0.1%
2012-03-09,11:00pm,GBP,NIESR GDP Estimate,Medium,0.1%,,-0.2%
2012-03-09,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.4%,0.7%,1.1%
2012-03-10,11:00am,CNY,USD-Denominated Trade Balance,High,-31.5B,-5.2B,27.3B
2012-03-11,3:00pm,CAD,Daylight Saving Time Shift,Low,,,
2012-03-11,3:00pm,USD,Daylight Saving Time Shift,Low,,,
2012-03-12,7:50am,JPY,Core Machinery Orders m/m,Medium,3.4%,1.9%,-7.1%
2012-03-12,7:50am,JPY,PPI y/y,Non-economic,0.6%,0.6%,0.5%
2012-03-12,1:00pm,JPY,Consumer Confidence,Non-economic,39.5,40.8,40.0
2012-03-12,3:00pm,EUR,German WPI m/m,Non-economic,1.0%,1.1%,1.2%
2012-03-12,All Day,EUR,Eurogroup Meetings,Medium,,,
2012-03-13,12:30am,CAD,Gov Council Member Macklem Speaks,Non-economic,,,
2012-03-13,1:59am,USD,Federal Budget Balance,Medium,-231.7B,-229.2B,-27.4B
2012-03-13,5:00am,NZD,REINZ HPI m/m,Medium,0.8%,,-1.4%
2012-03-13,5:45am,NZD,FPI m/m,Non-economic,0.6%,,0.0%
2012-03-13,7:50am,JPY,Tertiary Industry Activity m/m,Medium,-1.7%,0.4%,1.8%
2012-03-13,8:01am,GBP,RICS House Price Balance,Medium,-13%,-14%,-16%
2012-03-13,8:30am,AUD,Home Loans m/m,High,-1.2%,-0.5%,2.1%
2012-03-13,8:30am,AUD,NAB Business Confidence,Medium,1,,4
2012-03-13,1:07pm,JPY,Monetary Policy Statement,High,,,
2012-03-13,1:07pm,JPY,Overnight Call Rate,High,<0.10%,<0.10%,<0.10%
2012-03-13,2:30pm,EUR,French Final CPI m/m,Non-economic,0.4%,0.4%,-0.4%
2012-03-13,3:19pm,JPY,BOJ Press Conference,High,,,
2012-03-13,4:15pm,CHF,PPI m/m,Medium,0.8%,0.4%,0.0%
2012-03-13,4:35pm,GBP,MPC Member Tucker Speaks,Medium,,,
2012-03-13,All Day,EUR,ECOFIN Meetings,Medium,,,
2012-03-13,5:30pm,GBP,Goods Trade Balance,Medium,-7.5B,-7.8B,-7.2B
2012-03-13,5:30pm,GBP,ONS HPI y/y,Non-economic,0.2%,0.2%,0.1%
2012-03-13,6:00pm,EUR,German ZEW Economic Sentiment,High,22.3,10.6,5.4
2012-03-13,6:00pm,EUR,ZEW Economic Sentiment,Medium,11.0,3.8,-8.1
2012-03-13,6:00pm,GBP,CB Leading Index m/m,Non-economic,0.9%,,-0.5%
2012-03-13,7:30pm,EUR,ECB President Draghi Speaks,High,,,
2012-03-13,8:30pm,USD,Core Retail Sales m/m,High,0.9%,0.8%,1.1%
2012-03-13,8:30pm,USD,Retail Sales m/m,High,1.1%,1.1%,0.6%
2012-03-13,8:30pm,USD,NFIB Small Business Index,Non-economic,94.3,94.5,93.9
2012-03-13,10:00pm,USD,Business Inventories m/m,Medium,0.7%,0.5%,0.6%
2012-03-13,10:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,47.5,53.2,49.4
2012-03-13,11:00pm,USD,JOLTS Job Openings,Non-economic,3.46M,,3.54M
2012-03-14,1:00am,USD,10-y Bond Auction,Medium,2.08|3.2,,2.02|3.1
2012-03-14,2:15am,USD,FOMC Statement,High,,,
2012-03-14,2:15am,USD,Federal Funds Rate,Medium,<0.25%,<0.25%,<0.25%
2012-03-14,4:30am,USD,Bank Stress Test Results,High,,,
2012-03-14,7:30am,AUD,Westpac Consumer Sentiment,Medium,-5.0%,,4.2%
2012-03-14,7:50am,JPY,BSI Manufacturing Index,Medium,-7.3,1.3,-6.1
2012-03-14,8:30am,AUD,Housing Starts q/q,Non-economic,-6.9%,-3.9%,-5.8%
2012-03-14,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,1.9%,2.1%,2.0%
2012-03-14,1:00pm,JPY,BOJ Monthly Report,Medium,,,
2012-03-14,5:30pm,GBP,Claimant Count Change,High,7.2K,6.5K,7.0K
2012-03-14,5:30pm,GBP,Unemployment Rate,Medium,8.4%,8.4%,8.4%
2012-03-14,5:30pm,GBP,Average Earnings Index 3m/y,Non-economic,1.4%,1.9%,1.9%
2012-03-14,6:00pm,CHF,UBS Economic Expectations,Medium,0.0,,-21.2
2012-03-14,6:00pm,EUR,Final Core CPI y/y,Medium,1.5%,1.6%,1.5%
2012-03-14,6:00pm,EUR,Final CPI y/y,Medium,2.7%,2.7%,2.7%
2012-03-14,6:00pm,EUR,Industrial Production m/m,Medium,0.2%,0.8%,-1.1%
2012-03-14,8:30pm,CAD,Capacity Utilization Rate,Medium,80.5%,81.6%,80.0%
2012-03-14,8:30pm,CAD,New Motor Vehicle Sales m/m,Non-economic,15.4%,2.1%,-3.0%
2012-03-14,8:30pm,USD,Current Account,Medium,-124B,-114B,-108B
2012-03-14,8:30pm,USD,Import Prices m/m,Medium,0.4%,0.6%,0.0%
2012-03-14,10:00pm,USD,Fed Chairman Bernanke Speaks,High,,,
2012-03-14,10:30pm,USD,Crude Oil Inventories,Medium,1.8M,2.2M,0.8M
2012-03-15,1:00am,USD,30-y Bond Auction,Non-economic,3.38|2.7,,3.24|2.5
2012-03-15,5:23am,NZD,BusinessNZ Manufacturing Index,Non-economic,57.7,,50.8
2012-03-15,8:00am,AUD,MI Inflation Expectations,Medium,2.7%,,2.5%
2012-03-15,8:30am,AUD,New Motor Vehicle Sales m/m,Medium,0.0%,,1.2%
2012-03-15,8:30am,AUD,RBA Bulletin,Non-economic,,,
2012-03-15,9:52am,CNY,Foreign Direct Investment ytd/y,Non-economic,-0.6%,,-0.3%
2012-03-15,2:45pm,CHF,SECO Economic Forecasts,Medium,,,
2012-03-15,4:30pm,CHF,Libor Rate,High,<0.25%,<0.25%,<0.25%
2012-03-15,4:30pm,CHF,SNB Monetary Policy Assessment,High,,,
2012-03-15,5:00pm,EUR,ECB Monthly Bulletin,Medium,,,
2012-03-15,6:00pm,EUR,Final Employment Change q/q,Non-economic,-0.2%,-0.2%,-0.2%
2012-03-15,6:37pm,GBP,30-y Bond Auction,Non-economic,3.43|1.7,,3.29|2.0
2012-03-15,7:30pm,GBP,MPC Member Broadbent Speaks,Medium,,,
2012-03-15,8:30pm,USD,PPI m/m,High,0.4%,0.5%,0.1%
2012-03-15,8:30pm,USD,Unemployment Claims,High,351K,357K,365K
2012-03-15,8:30pm,USD,Core PPI m/m,Medium,0.2%,0.2%,0.4%
2012-03-15,8:30pm,USD,Empire State Manufacturing Index,Medium,20.2,17.6,19.5
2012-03-15,9:00pm,USD,TIC Long-Term Purchases,High,101.0B,38.9B,19.1B
2012-03-15,10:00pm,USD,Philly Fed Manufacturing Index,High,12.5,11.9,10.2
2012-03-15,10:30pm,USD,Natural Gas Storage,Non-economic,-64B,-58B,-80B
2012-03-16,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2012-03-16,5:00pm,EUR,Italian Trade Balance,Non-economic,-4.35B,1.62B,1.15B
2012-03-16,6:00pm,EUR,Trade Balance,Non-economic,5.9B,6.2B,7.4B
2012-03-16,8:30pm,CAD,Foreign Securities Purchases,Medium,-4.19B,6.27B,8.17B
2012-03-16,8:30pm,CAD,Manufacturing Sales m/m,Medium,-0.9%,0.4%,0.6%
2012-03-16,8:30pm,USD,Core CPI m/m,High,0.1%,0.2%,0.2%
2012-03-16,8:30pm,USD,CPI y/y,High,2.9%,2.8%,2.9%
2012-03-16,8:30pm,USD,CPI m/m,Medium,0.4%,0.4%,0.2%
2012-03-16,9:15pm,USD,Capacity Utilization Rate,Medium,78.7%,78.9%,78.8%
2012-03-16,9:15pm,USD,Industrial Production m/m,Medium,0.0%,0.4%,0.4%
2012-03-16,9:55pm,USD,Prelim UoM Consumer Sentiment,High,74.3,75.8,75.3
2012-03-16,9:55pm,USD,Prelim UoM Inflation Expectations,Non-economic,4.0%,,3.3%
2012-03-19,5:00am,NZD,Westpac Consumer Sentiment,Non-economic,102.4,,101.3
2012-03-19,5:30am,NZD,BusinessNZ Services Index,Non-economic,55.5,,54.1
2012-03-19,7:48am,GBP,Rightmove HPI m/m,Medium,1.6%,,4.1%
2012-03-19,9:00am,AUD,RBA Gov Stevens Speaks,High,,,
2012-03-19,5:00pm,EUR,Current Account,Medium,4.5B,3.3B,3.4B
2012-03-19,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2012-03-19,8:30pm,CAD,Wholesale Sales m/m,Medium,-1.0%,0.4%,1.0%
2012-03-19,8:35pm,USD,FOMC Member Dudley Speaks,Medium,,,
2012-03-19,10:00pm,USD,NAHB Housing Market Index,Non-economic,28,30,28
2012-03-20,1:40am,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-03-20,7:00am,AUD,CB Leading Index m/m,Medium,1.1%,,-0.3%
2012-03-20,All Day,JPY,Bank Holiday,Low,,,
2012-03-20,8:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2012-03-20,11:30am,AUD,RBA Assist Gov Edey Speaks,Medium,,,
2012-03-20,3:00pm,EUR,German PPI m/m,Medium,0.4%,0.5%,0.6%
2012-03-20,4:15pm,CHF,Industrial Production q/q,Medium,7.9%,0.4%,-2.0%
2012-03-20,5:30pm,GBP,CPI y/y,High,3.4%,3.4%,3.6%
2012-03-20,5:30pm,GBP,RPI y/y,Medium,3.7%,3.4%,3.9%
2012-03-20,5:30pm,GBP,Core CPI y/y,Non-economic,2.4%,2.4%,2.6%
2012-03-20,6:30pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-03-20,7:00pm,GBP,CBI Industrial Order Expectations,Medium,-8,-5,-3
2012-03-20,8:30pm,USD,Building Permits,High,0.72M,0.69M,0.68M
2012-03-20,8:30pm,USD,Housing Starts,Medium,0.70M,0.70M,0.71M
2012-03-20,9:30pm,NZD,GDT Price Index,Non-economic,-5.1%,,-0.4%
2012-03-20,10:00pm,USD,Treasury Sec Geithner Speaks,Medium,,,
2012-03-21,12:45am,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-03-21,5:45am,NZD,Current Account,High,-2.76B,-2.77B,-4.75B
2012-03-21,5:47am,NZD,Visitor Arrivals m/m,Non-economic,-4.9%,,-3.3%
2012-03-21,7:30am,AUD,MI Leading Index m/m,Medium,0.6%,,0.7%
2012-03-21,10:00am,NZD,Credit Card Spending y/y,Non-economic,4.0%,,3.1%
2012-03-21,12:30pm,JPY,All Industries Activity m/m,Non-economic,-1.0%,-0.5%,1.6%
2012-03-21,5:30pm,GBP,MPC Asset Purchase Facility Votes,High,2-0-7,2-0-7,2-0-7
2012-03-21,5:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2012-03-21,5:30pm,GBP,Public Sector Net Borrowing,High,12.9B,5.2B,-10.2B
2012-03-21,8:30pm,CAD,Leading Index m/m,Medium,0.6%,0.5%,0.4%
2012-03-21,8:30pm,GBP,Annual Budget Release,High,,,
2012-03-21,9:30pm,USD,Fed Chairman Bernanke Testifies,High,,,
2012-03-21,10:00pm,USD,Existing Home Sales,High,4.59M,4.61M,4.63M
2012-03-21,10:30pm,USD,Crude Oil Inventories,Medium,-1.2M,2.4M,1.8M
2012-03-22,5:45am,NZD,GDP q/q,High,0.3%,0.6%,0.7%
2012-03-22,6:10am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2012-03-22,7:50am,JPY,Trade Balance,Medium,-0.31T,-0.34T,-0.49T
2012-03-22,10:30am,CNY,Caixin Flash Manufacturing PMI,High,48.1,,49.6
2012-03-22,3:00pm,CHF,Trade Balance,Medium,2.68B,1.97B,1.50B
2012-03-22,4:00pm,EUR,French Flash Manufacturing PMI,Medium,47.6,50.4,50.0
2012-03-22,4:00pm,EUR,French Flash Services PMI,Medium,50.0,50.6,50.0
2012-03-22,4:30pm,EUR,German Flash Manufacturing PMI,Medium,48.1,51.1,50.2
2012-03-22,4:30pm,EUR,German Flash Services PMI,Medium,51.8,53.1,52.8
2012-03-22,5:00pm,EUR,Flash Manufacturing PMI,Medium,47.7,49.6,49.0
2012-03-22,5:00pm,EUR,Flash Services PMI,Medium,48.7,49.3,48.8
2012-03-22,5:30pm,GBP,Retail Sales m/m,High,-0.8%,-0.5%,0.3%
2012-03-22,6:07pm,EUR,Industrial New Orders m/m,Medium,-2.3%,-2.0%,3.5%
2012-03-22,8:30pm,CAD,Core Retail Sales m/m,High,-0.5%,0.5%,0.3%
2012-03-22,8:30pm,CAD,Retail Sales m/m,Medium,0.5%,1.8%,0.0%
2012-03-22,8:30pm,USD,Unemployment Claims,High,348K,353K,353K
2012-03-22,10:00pm,EUR,Belgian NBB Business Climate,Medium,-9.6,-6.6,-7.7
2012-03-22,10:00pm,USD,CB Leading Index m/m,Non-economic,0.7%,0.6%,0.2%
2012-03-22,10:00pm,USD,FOMC Member Tarullo Speaks,Non-economic,,,
2012-03-22,10:00pm,USD,HPI m/m,Non-economic,0.0%,0.2%,0.1%
2012-03-22,10:30pm,USD,Natural Gas Storage,Non-economic,11B,10B,-64B
2012-03-22,11:00pm,EUR,Consumer Confidence,Non-economic,-19,-20,-20
2012-03-23,12:00am,EUR,ECB President Draghi Speaks,High,,,
2012-03-23,12:45am,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-03-23,1:00am,CHF,Gov Board Member Danthine Speaks,Medium,,,
2012-03-23,7:30am,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-03-23,8:01am,GBP,Nationwide Consumer Confidence,Medium,44,49,47
2012-03-23,10:00am,CNY,CB Leading Index m/m,Non-economic,0.8%,,1.5%
2012-03-23,4:30pm,CHF,SNB Quarterly Bulletin,Non-economic,,,
2012-03-23,5:00pm,EUR,Italian Retail Sales m/m,Non-economic,0.7%,0.2%,-0.8%
2012-03-23,5:30pm,GBP,High Street Lending,Medium,33.1K,39.1K,38.0K
2012-03-23,5:30pm,GBP,FPC Statement,Non-economic,,,
2012-03-23,7:00pm,CAD,Core CPI m/m,High,0.4%,0.3%,0.2%
2012-03-23,7:00pm,CAD,CPI m/m,Medium,0.4%,0.4%,0.4%
2012-03-23,10:00pm,USD,New Home Sales,High,313K,326K,318K
2012-03-24,1:45am,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-03-24,2:30am,USD,FOMC Member Lockhart Speaks,Medium,,,
2012-03-24,8:30pm,GBP,MPC Member Tucker Speaks,Medium,,,
2012-03-25,4:30am,USD,FOMC Member Yellen Speaks,Medium,,,
2012-03-25,9:00am,CHF,Daylight Saving Time Shift,Low,,,
2012-03-25,9:00am,EUR,Daylight Saving Time Shift,Low,,,
2012-03-25,9:00am,GBP,Daylight Saving Time Shift,Low,,,
2012-03-26,5:45am,NZD,Trade Balance,Medium,161M,154M,-159M
2012-03-26,4:00pm,EUR,German ifo Business Climate,High,109.8,109.7,109.7
2012-03-26,8:00pm,USD,Fed Chairman Bernanke Speaks,High,,,
2012-03-26,10:00pm,USD,Pending Home Sales m/m,High,-0.5%,1.0%,2.0%
2012-03-27,12:00am,EUR,ECB President Draghi Speaks,Medium,,,
2012-03-27,1:00am,CAD,BOC Gov Carney Speaks,Medium,,,
2012-03-27,4:45am,GBP,MPC Member Miles Speaks,Medium,,,
2012-03-27,6:15am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2012-03-27,7:01am,GBP,BOE Quarterly Bulletin,Non-economic,,,
2012-03-27,7:50am,JPY,SPPI y/y,Non-economic,-0.6%,-0.3%,-0.4%
2012-03-27,2:00pm,CHF,UBS Consumption Indicator,Non-economic,0.87,,0.93
2012-03-27,2:00pm,EUR,German GfK Consumer Climate,Medium,5.9,6.2,6.0
2012-03-27,2:00pm,EUR,German Import Prices m/m,Non-economic,1.0%,0.9%,1.3%
2012-03-27,6:00pm,GBP,CBI Realized Sales,Medium,0,-4,-2
2012-03-27,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Medium,-3.8%,-3.8%,-4.1%
2012-03-27,9:59pm,USD,Richmond Manufacturing Index,Non-economic,7,18,20
2012-03-27,10:00pm,USD,CB Consumer Confidence,High,70.2,70.3,71.6
2012-03-27,10:00pm,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-03-27,10:30pm,GBP,BOE Gov King Speaks,High,,,
2012-03-28,12:45am,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-03-28,1:00am,GBP,MPC Member Posen Speaks,Medium,,,
2012-03-28,3:45am,USD,FOMC Member Duke Speaks,Non-economic,,,
2012-03-28,8:30am,AUD,RBA Financial Stability Review,Medium,,,
2012-03-28,All Day,EUR,German Prelim CPI m/m,Medium,0.3%,0.3%,0.7%
2012-03-28,4:00pm,EUR,M3 Money Supply y/y,Medium,2.8%,2.5%,2.5%
2012-03-28,4:00pm,EUR,Private Loans y/y,Non-economic,0.7%,1.3%,1.1%
2012-03-28,4:30pm,GBP,Current Account,High,-8.5B,-8.5B,-10.5B
2012-03-28,4:30pm,GBP,Final GDP q/q,Medium,-0.3%,-0.2%,-0.2%
2012-03-28,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2012-03-28,4:30pm,GBP,Revised Business Investment q/q,Non-economic,-3.3%,-5.4%,-5.6%
2012-03-28,8:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-03-28,8:30pm,USD,Core Durable Goods Orders m/m,High,1.6%,1.6%,-3.0%
2012-03-28,8:30pm,USD,Durable Goods Orders m/m,Medium,2.2%,3.0%,-3.6%
2012-03-28,10:30pm,USD,Crude Oil Inventories,Medium,7.1M,2.8M,-1.2M
2012-03-29,7:50am,JPY,Retail Sales y/y,Medium,3.5%,1.4%,1.8%
2012-03-29,8:00am,NZD,ANZ Business Confidence,High,33.8,,28.0
2012-03-29,2:00pm,GBP,Nationwide HPI m/m,Medium,-1.0%,0.3%,0.4%
2012-03-29,3:00pm,EUR,Spanish Flash CPI y/y,Non-economic,1.9%,1.9%,2.0%
2012-03-29,3:55pm,EUR,German Unemployment Change,Medium,-18K,-10K,-3K
2012-03-29,4:10pm,GBP,MPC Member Fisher Speaks,Medium,,,
2012-03-29,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2012-03-29,4:30pm,GBP,Index of Services 3m/3m,Non-economic,0.3%,0.2%,-0.1%
2012-03-29,4:30pm,GBP,M4 Money Supply m/m,Non-economic,-1.9%,1.2%,1.5%
2012-03-29,4:30pm,GBP,Mortgage Approvals,Non-economic,49K,59K,58K
2012-03-29,4:32pm,GBP,Net Lending to Individuals m/m,Medium,1.6B,1.5B,1.8B
2012-03-29,5:00pm,EUR,Retail PMI,Non-economic,49.1,,47.9
2012-03-29,5:18pm,EUR,Italian 10-y Bond Auction,High,5.24|1.7,,5.50|1.4
2012-03-29,8:30pm,CAD,RMPI m/m,Medium,-0.5%,0.4%,0.2%
2012-03-29,8:30pm,CAD,IPPI m/m,Non-economic,0.2%,0.5%,0.4%
2012-03-29,8:30pm,USD,Unemployment Claims,High,359K,351K,364K
2012-03-29,8:30pm,USD,Final GDP q/q,Medium,3.0%,3.0%,3.0%
2012-03-29,8:30pm,USD,Final GDP Price Index q/q,Non-economic,0.9%,0.9%,0.9%
2012-03-29,All Day,All,BRICS Summit,Medium,,,
2012-03-29,10:30pm,USD,Natural Gas Storage,Non-economic,57B,49B,11B
2012-03-30,12:15am,USD,FOMC Member Lockhart Speaks,Medium,,,
2012-03-30,12:45am,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-03-30,4:00am,CAD,Annual Budget Release,Medium,,,
2012-03-30,5:45am,NZD,Building Consents m/m,Medium,-6.7%,,8.1%
2012-03-30,6:45am,USD,FOMC Member Lacker Speaks,Medium,,,
2012-03-30,7:01am,GBP,GfK Consumer Confidence,Medium,-31,-29,-29
2012-03-30,7:15am,JPY,Final Manufacturing PMI,Non-economic,51.1,,50.5
2012-03-30,7:30am,JPY,Household Spending y/y,Medium,2.3%,-0.3%,-2.3%
2012-03-30,7:30am,JPY,Tokyo Core CPI y/y,Medium,-0.3%,-0.3%,-0.3%
2012-03-30,7:30am,JPY,National Core CPI y/y,Non-economic,0.1%,-0.1%,-0.1%
2012-03-30,7:30am,JPY,Unemployment Rate,Non-economic,4.5%,4.6%,4.6%
2012-03-30,7:50am,JPY,Prelim Industrial Production m/m,Medium,-1.2%,1.3%,1.9%
2012-03-30,8:00am,AUD,HIA New Home Sales m/m,Medium,3.0%,,-7.3%
2012-03-30,8:30am,AUD,Private Sector Credit m/m,Medium,0.4%,0.3%,0.2%
2012-03-30,12:00pm,AUD,RBA Assist Gov Edey Speaks,Medium,,,
2012-03-30,1:00pm,JPY,Housing Starts y/y,Non-economic,7.5%,-1.4%,-1.1%
2012-03-30,2:00pm,EUR,German Retail Sales m/m,Medium,-1.1%,1.3%,-1.2%
2012-03-30,2:45pm,EUR,French Consumer Spending m/m,Medium,3.0%,0.2%,-0.4%
2012-03-30,3:00pm,CHF,KOF Economic Barometer,Medium,0.08,0.06,-0.11
2012-03-30,5:00pm,EUR,CPI Flash Estimate y/y,Medium,2.6%,2.5%,2.7%
2012-03-30,5:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.5%,0.2%,0.4%
2012-03-30,Day 1,EUR,ECOFIN Meetings,Medium,,,
2012-03-30,8:30pm,CAD,GDP m/m,High,0.1%,0.1%,0.5%
2012-03-30,8:30pm,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.2%
2012-03-30,8:30pm,USD,Personal Spending m/m,Medium,0.8%,0.6%,0.4%
2012-03-30,8:30pm,USD,Personal Income m/m,Non-economic,0.2%,0.4%,0.2%
2012-03-30,9:45pm,USD,Chicago PMI,Medium,62.2,63.2,64.0
2012-03-30,9:55pm,USD,Revised UoM Consumer Sentiment,Medium,76.2,74.9,74.3
2012-03-30,9:55pm,USD,Revised UoM Inflation Expectations,Non-economic,3.9%,,4.0%
2012-03-31,Day 2,EUR,ECOFIN Meetings,Medium,,,
2012-03-31,10:00pm,NZD,Daylight Saving Time Shift,Low,,,
2012-04-01,12:00am,AUD,Daylight Saving Time Shift,Low,,,
2012-04-01,9:00am,CNY,Manufacturing PMI,High,53.1,50.9,51.0
2012-04-01,10:30am,CNY,Caixin Manufacturing PMI,Medium,48.3,,48.1
2012-04-02,7:21am,AUD,AIG Manufacturing Index,Non-economic,49.5,,51.3
2012-04-02,7:50am,JPY,Tankan Manufacturing Index,Medium,-4,0,-4
2012-04-02,7:50am,JPY,Tankan Non-Manufacturing Index,Medium,5,5,4
2012-04-02,All Day,CNY,Bank Holiday,Low,,,
2012-04-02,8:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.5%,,0.1%
2012-04-02,9:30am,AUD,Building Approvals m/m,High,-7.8%,0.4%,1.1%
2012-04-02,2:30pm,AUD,Commodity Prices y/y,Non-economic,2.7%,,3.2%
2012-04-02,3:15pm,CHF,Retail Sales y/y,High,0.8%,3.2%,4.7%
2012-04-02,3:15pm,EUR,Spanish Manufacturing PMI,Medium,44.5,,45.0
2012-04-02,3:30pm,CHF,Manufacturing PMI,Medium,51.1,49.5,49.0
2012-04-02,3:45pm,EUR,Italian Manufacturing PMI,Medium,47.9,47.8,47.8
2012-04-02,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,46.7,47.6,47.6
2012-04-02,3:55pm,EUR,German Final Manufacturing PMI,Non-economic,48.4,48.1,48.1
2012-04-02,4:00pm,EUR,Final Manufacturing PMI,Non-economic,47.7,47.7,47.7
2012-04-02,4:30pm,GBP,Final Manufacturing PMI,High,52.1,50.6,51.5
2012-04-02,4:30pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-8.5B,-7.4B,-8.5B
2012-04-02,5:00pm,EUR,Unemployment Rate,Medium,10.8%,10.8%,10.7%
2012-04-02,5:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,9.3%,9.2%,9.1%
2012-04-02,5:00pm,EUR,Italian Quarterly Unemployment Rate,Non-economic,8.8%,8.6%,8.4%
2012-04-02,9:30pm,CAD,Manufacturing PMI,Non-economic,52.4,,51.8
2012-04-02,10:00pm,USD,ISM Manufacturing PMI,High,53.4,53.3,52.4
2012-04-02,10:00pm,USD,Construction Spending m/m,Non-economic,-1.1%,0.7%,-0.8%
2012-04-02,10:00pm,USD,ISM Manufacturing Prices,Non-economic,61.0,63.2,61.5
2012-04-03,12:30am,CAD,BOC Gov Carney Speaks,Medium,,,
2012-04-03,12:35am,USD,FOMC Member Pianalto Speaks,Medium,,,
2012-04-03,7:50am,JPY,Monetary Base y/y,Non-economic,-0.2%,12.6%,11.3%
2012-04-03,All Day,CNY,Bank Holiday,Low,,,
2012-04-03,9:00am,CNY,Non-Manufacturing PMI,Non-economic,58.0,,57.3
2012-04-03,9:30am,AUD,Retail Sales m/m,High,0.2%,0.2%,0.3%
2012-04-03,9:30am,JPY,Average Cash Earnings y/y,Medium,0.7%,0.2%,-0.9%
2012-04-03,11:45am,JPY,10-y Bond Auction,Non-economic,1.01|2.7,,0.97|3.3
2012-04-03,12:30pm,AUD,Cash Rate,High,4.25%,4.25%,4.25%
2012-04-03,12:30pm,AUD,RBA Rate Statement,High,,,
2012-04-03,3:00pm,EUR,Spanish Unemployment Change,Medium,38.8K,,112.3K
2012-04-03,4:30pm,GBP,Construction PMI,High,56.7,53.6,54.3
2012-04-03,5:00pm,EUR,PPI m/m,Non-economic,0.6%,0.5%,0.8%
2012-04-03,5:08pm,EUR,Final GDP q/q,Non-economic,-0.3%,-0.3%,-0.3%
2012-04-03,5:36pm,GBP,10-y Bond Auction,Medium,2.22|1.9,,2.18|2.1
2012-04-03,9:30pm,NZD,GDT Price Index,Non-economic,0.6%,,-5.1%
2012-04-03,10:00pm,USD,Factory Orders m/m,Medium,1.3%,1.5%,-1.1%
2012-04-03,All Day,USD,Total Vehicle Sales,Non-economic,14.4M,14.6M,15.1M
2012-04-04,2:00am,USD,FOMC Meeting Minutes,High,,,
2012-04-04,4:05am,USD,FOMC Member Williams Speaks,Medium,,,
2012-04-04,7:00am,GBP,BRC Shop Price Index y/y,Non-economic,1.5%,,1.2%
2012-04-04,7:22am,AUD,AIG Services Index,Medium,47.0,,46.7
2012-04-04,All Day,CNY,Bank Holiday,Low,,,
2012-04-04,9:00am,NZD,ANZ Commodity Prices m/m,Non-economic,-1.7%,,0.0%
2012-04-04,9:30am,AUD,Goods Trade Balance,High,-0.48B,1.12B,-0.97B
2012-04-04,3:00pm,GBP,Halifax HPI m/m,High,2.2%,-0.3%,-0.4%
2012-04-04,3:15pm,EUR,Spanish Services PMI,Non-economic,46.3,,41.9
2012-04-04,3:45pm,EUR,Italian Services PMI,Non-economic,44.3,44.5,44.1
2012-04-04,3:50pm,EUR,French Final Services PMI,Non-economic,50.1,50.0,50.0
2012-04-04,3:55pm,EUR,German Final Services PMI,Non-economic,52.1,51.8,51.8
2012-04-04,4:00pm,EUR,Final Services PMI,Non-economic,49.2,48.7,48.7
2012-04-04,4:30pm,GBP,Final Services PMI,High,55.3,53.5,53.8
2012-04-04,4:45pm,EUR,Spanish 10-y Bond Auction,High,5.34|3.0,,5.40|2.2
2012-04-04,5:00pm,EUR,Retail Sales m/m,Medium,-0.1%,0.1%,1.1%
