Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2012-01-27,4:00pm,EUR,Spanish Unemployment Rate,Medium,22.9%,22.1%,21.5%
2012-01-27,5:00pm,EUR,M3 Money Supply y/y,Medium,1.6%,2.2%,2.0%
2012-01-27,5:00pm,EUR,Private Loans y/y,Non-economic,1.0%,2.1%,1.7%
2012-01-27,Day 3,All,WEF Annual Meetings,Medium,,,
2012-01-27,9:15pm,EUR,ECB President Draghi Speaks,Medium,,,
2012-01-27,9:30pm,USD,Advance GDP q/q,High,2.8%,3.0%,1.8%
2012-01-27,9:30pm,USD,Advance GDP Price Index q/q,Medium,0.4%,2.0%,2.6%
2012-01-27,10:55pm,USD,Revised UoM Consumer Sentiment,Medium,75.0,74.2,74.0
2012-01-27,10:55pm,USD,Revised UoM Inflation Expectations,Non-economic,3.3%,,3.2%
2012-01-27,11:00pm,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-01-28,Day 4,All,WEF Annual Meetings,Medium,,,
2012-01-28,5:30pm,CAD,BOC Gov Carney Speaks,Medium,,,
2012-01-29,Day 5,All,WEF Annual Meetings,Medium,,,
2012-01-30,5:30am,NZD,BusinessNZ Services Index,Non-economic,50.6,,57.0
2012-01-30,All Day,EUR,German Prelim CPI m/m,Medium,-0.4%,-0.4%,0.7%
2012-01-30,4:00pm,EUR,Spanish Flash GDP q/q,Medium,-0.3%,-0.2%,0.0%
2012-01-30,5:00pm,EUR,Retail PMI,Non-economic,42.9,,43.9
2012-01-30,All Day,EUR,EU Economic Summit,Medium,,,
2012-01-30,6:24pm,EUR,Italian 10-y Bond Auction,High,6.08|1.4,,6.98|1.4
2012-01-30,9:30pm,USD,Core PCE Price Index m/m,Medium,0.2%,0.1%,0.1%
2012-01-30,9:30pm,USD,Personal Spending m/m,Medium,0.0%,0.2%,0.1%
2012-01-30,9:30pm,USD,Personal Income m/m,Non-economic,0.5%,0.4%,0.1%
2012-01-31,3:00am,USD,Loan Officer Survey,Non-economic,,,
2012-01-31,5:45am,NZD,Building Consents m/m,High,2.1%,,-6.2%
2012-01-31,7:15am,JPY,Final Manufacturing PMI,Non-economic,50.7,,50.2
2012-01-31,7:30am,JPY,Household Spending y/y,Medium,0.5%,-0.1%,-3.2%
2012-01-31,7:30am,JPY,Unemployment Rate,Non-economic,4.6%,4.5%,4.5%
2012-01-31,7:50am,JPY,Prelim Industrial Production m/m,Medium,4.0%,2.8%,-2.7%
2012-01-31,8:01am,GBP,GfK Consumer Confidence,Medium,-29,-31,-33
2012-01-31,8:30am,AUD,NAB Business Confidence,Medium,3,,2
2012-01-31,8:30am,AUD,Private Sector Credit m/m,Medium,0.3%,0.3%,0.3%
2012-01-31,1:00pm,JPY,Housing Starts y/y,Non-economic,-7.3%,-1.4%,-0.3%
2012-01-31,3:00pm,CHF,UBS Consumption Indicator,Medium,0.92,,0.78
2012-01-31,3:00pm,EUR,German Retail Sales m/m,Medium,-1.4%,0.9%,-1.0%
2012-01-31,3:45pm,EUR,French Consumer Spending m/m,Medium,-0.7%,0.3%,0.1%
2012-01-31,4:00pm,EUR,Spanish Flash CPI y/y,Non-economic,2.0%,2.3%,2.4%
2012-01-31,4:55pm,EUR,German Unemployment Change,Medium,-34K,-8K,-25K
2012-01-31,5:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,8.9%,8.6%,8.8%
2012-01-31,5:30pm,GBP,Net Lending to Individuals m/m,Medium,0.4B,1.2B,1.0B
2012-01-31,5:30pm,GBP,M4 Money Supply m/m,Non-economic,-1.4%,0.3%,-0.5%
2012-01-31,5:30pm,GBP,Mortgage Approvals,Non-economic,53K,54K,53K
2012-01-31,6:00pm,EUR,Unemployment Rate,Medium,10.4%,10.4%,10.4%
2012-01-31,9:30pm,CAD,GDP m/m,High,-0.1%,0.2%,0.0%
2012-01-31,9:30pm,CAD,RMPI m/m,Medium,-2.4%,-0.1%,3.8%
2012-01-31,9:30pm,CAD,IPPI m/m,Non-economic,-0.7%,0.0%,0.3%
2012-01-31,9:30pm,USD,Employment Cost Index q/q,Medium,0.4%,0.4%,0.3%
2012-01-31,10:00pm,USD,S&P/CS Composite-20 HPI y/y,Medium,-3.7%,-3.3%,-3.4%
2012-01-31,10:45pm,USD,Chicago PMI,Medium,60.2,63.1,62.5
2012-01-31,11:00pm,USD,CB Consumer Confidence,High,61.1,68.2,64.8
2012-02-01,6:22am,AUD,AIG Manufacturing Index,Non-economic,51.6,,50.2
2012-02-01,8:00am,AUD,HIA New Home Sales m/m,Medium,-4.9%,,6.8%
2012-02-01,8:30am,AUD,HPI q/q,Medium,-1.0%,-0.7%,-1.9%
2012-02-01,9:00am,CNY,Manufacturing PMI,High,50.5,49.8,50.3
2012-02-01,9:30am,JPY,Average Cash Earnings y/y,Medium,-0.2%,-0.3%,-0.2%
2012-02-01,10:30am,CNY,Caixin Manufacturing PMI,Medium,48.8,,48.7
2012-02-01,1:30pm,AUD,Commodity Prices y/y,Medium,6.0%,,9.6%
2012-02-01,3:00pm,GBP,Nationwide HPI m/m,Medium,-0.2%,-0.1%,-0.2%
2012-02-01,4:15pm,CHF,Retail Sales y/y,High,0.6%,1.6%,1.8%
2012-02-01,4:15pm,EUR,Spanish Manufacturing PMI,Medium,45.1,,43.7
2012-02-01,4:30pm,CHF,Manufacturing PMI,Medium,47.3,51.7,50.7
2012-02-01,4:45pm,EUR,Italian Manufacturing PMI,Medium,46.8,45.4,44.3
2012-02-01,4:50pm,EUR,French Final Manufacturing PMI,Non-economic,48.5,48.5,48.5
2012-02-01,4:55pm,EUR,German Final Manufacturing PMI,Non-economic,51.0,50.9,50.9
2012-02-01,5:00pm,EUR,Final Manufacturing PMI,Non-economic,48.8,48.7,48.7
2012-02-01,5:30pm,GBP,Final Manufacturing PMI,High,52.1,50.1,49.7
2012-02-01,6:00pm,EUR,CPI Flash Estimate y/y,Medium,2.7%,2.7%,2.7%
2012-02-01,6:34pm,EUR,German 10-y Bond Auction,Medium,1.82|1.4,,1.93|1.3
2012-02-01,9:15pm,USD,ADP Non-Farm Employment Change,High,170K,189K,292K
2012-02-01,9:30pm,NZD,GDT Price Index,Non-economic,-1.4%,,1.0%
2012-02-01,10:30pm,CAD,Manufacturing PMI,Non-economic,50.6,,54.0
2012-02-01,11:00pm,USD,ISM Manufacturing PMI,High,54.1,54.6,53.9
2012-02-01,11:00pm,USD,Construction Spending m/m,Non-economic,1.5%,0.7%,0.4%
2012-02-01,11:00pm,USD,ISM Manufacturing Prices,Non-economic,55.5,49.5,47.5
2012-02-01,11:30pm,USD,Crude Oil Inventories,Medium,4.2M,3.2M,3.6M
2012-02-02,12:04am,USD,President Obama Speaks,Non-economic,,,
2012-02-02,All Day,USD,Total Vehicle Sales,Non-economic,14.2M,13.4M,13.6M
2012-02-02,7:50am,JPY,Monetary Base y/y,Non-economic,15.0%,14.6%,13.5%
2012-02-02,8:00am,NZD,ANZ Commodity Prices m/m,Non-economic,1.2%,,-0.8%
2012-02-02,8:30am,AUD,Building Approvals m/m,High,-1.0%,2.1%,10.1%
2012-02-02,8:30am,AUD,Goods Trade Balance,High,1.71B,1.22B,1.34B
2012-02-02,11:45am,JPY,10-y Bond Auction,Non-economic,0.96|3.7,,0.97|3.0
2012-02-02,3:00pm,CHF,Trade Balance,Medium,2.07B,2.85B,2.95B
2012-02-02,4:00pm,EUR,Spanish Unemployment Change,Medium,177.5K,,1.9K
2012-02-02,5:30pm,GBP,Construction PMI,High,51.4,52.8,53.2
2012-02-02,6:00pm,EUR,PPI m/m,Non-economic,-0.2%,-0.1%,0.2%
2012-02-02,6:02pm,EUR,French 10-y Bond Auction,Medium,3.13|1.7,,3.29|1.6
2012-02-02,8:30pm,USD,Challenger Job Cuts y/y,Non-economic,38.9%,,30.6%
2012-02-02,9:30pm,USD,Unemployment Claims,High,367K,373K,379K
2012-02-02,9:30pm,USD,Prelim Nonfarm Productivity q/q,Medium,0.7%,1.0%,2.3%
2012-02-02,9:30pm,USD,Prelim Unit Labor Costs q/q,Medium,1.2%,0.9%,-2.5%
2012-02-02,10:00pm,GBP,MPC Member Posen Speaks,Medium,,,
2012-02-02,11:00pm,USD,Fed Chairman Bernanke Testifies,High,,,
2012-02-02,11:30pm,USD,Natural Gas Storage,Non-economic,-132B,-129B,-192B
2012-02-03,5:49am,NZD,Visitor Arrivals m/m,Non-economic,4.5%,,-11.1%
2012-02-03,6:20am,AUD,AIG Services Index,Medium,51.9,,49.0
2012-02-03,9:00am,CNY,Non-Manufacturing PMI,Non-economic,52.9,,56.0
2012-02-03,10:30am,CNY,Caixin Services PMI,Non-economic,52.5,,52.5
2012-02-03,4:15pm,EUR,Spanish Services PMI,Non-economic,46.1,,42.1
2012-02-03,4:45pm,EUR,Italian Services PMI,Non-economic,44.8,45.5,44.5
2012-02-03,4:50pm,EUR,French Final Services PMI,Non-economic,52.3,51.7,51.7
2012-02-03,4:55pm,EUR,German Final Services PMI,Non-economic,53.7,54.5,54.5
2012-02-03,5:00pm,EUR,Final Services PMI,Non-economic,50.4,50.5,50.5
2012-02-03,5:30pm,GBP,Final Services PMI,High,56.0,53.5,54.0
2012-02-03,6:00pm,EUR,Retail Sales m/m,Medium,-0.4%,0.4%,-0.4%
2012-02-03,6:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.3%,0.2%,0.4%
2012-02-03,8:00pm,CAD,Employment Change,High,2.3K,23.3K,17.5K
2012-02-03,8:00pm,CAD,Unemployment Rate,High,7.6%,7.5%,7.5%
2012-02-03,9:30pm,USD,Non-Farm Employment Change,High,243K,150K,203K
2012-02-03,9:30pm,USD,Unemployment Rate,High,8.3%,8.5%,8.5%
2012-02-03,9:30pm,USD,Average Hourly Earnings m/m,Medium,0.2%,0.2%,0.1%
2012-02-03,11:00pm,USD,ISM Services PMI,High,56.8,53.1,52.6
2012-02-03,11:00pm,USD,Factory Orders m/m,Medium,1.1%,1.5%,2.2%
2012-02-06,All Day,NZD,Bank Holiday,Low,,,
2012-02-06,7:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.2%,,0.5%
2012-02-06,8:30am,AUD,Retail Sales m/m,High,-0.1%,0.2%,0.1%
2012-02-06,8:30am,AUD,ANZ Job Advertisements m/m,Medium,6.0%,,-0.6%
2012-02-06,4:00pm,GBP,Halifax HPI m/m,High,0.6%,0.1%,-1.0%
2012-02-06,5:30pm,EUR,Sentix Investor Confidence,Medium,-11.1,-14.8,-21.1
2012-02-06,7:00pm,EUR,German Factory Orders m/m,Medium,1.7%,0.7%,-4.9%
2012-02-06,11:00pm,CAD,Ivey PMI,High,64.1,58.6,63.5
2012-02-07,5:45am,NZD,Labor Cost Index q/q,High,0.7%,0.5%,0.5%
2012-02-07,6:22am,AUD,AIG Construction Index,Non-economic,39.8,,41.0
2012-02-07,8:01am,GBP,BRC Retail Sales Monitor y/y,Medium,-0.3%,,2.2%
2012-02-07,11:30am,AUD,Cash Rate,High,4.25%,4.00%,4.25%
2012-02-07,11:30am,AUD,RBA Rate Statement,High,,,
2012-02-07,1:00pm,JPY,Leading Indicators,Non-economic,94.3%,93.9%,93.7%
2012-02-07,3:45pm,EUR,French Trade Balance,Non-economic,-5.0B,-5.2B,-4.1B
2012-02-07,4:00pm,CHF,Foreign Currency Reserves,High,227B,,254B
2012-02-07,7:00pm,EUR,German Industrial Production m/m,Medium,-2.9%,-0.1%,0.0%
2012-02-07,7:15pm,CHF,Gov Board Member Jordan Speaks,High,,,
2012-02-07,9:05pm,CAD,Gov Council Member Macklem Speaks,Non-economic,,,
2012-02-07,9:30pm,CAD,Building Permits m/m,High,11.1%,0.2%,-2.6%
2012-02-07,11:00pm,USD,Fed Chairman Bernanke Testifies,High,,,
2012-02-07,11:00pm,USD,JOLTS Job Openings,Non-economic,3.38M,,3.12M
2012-02-07,11:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,49.4,48.1,47.5
2012-02-08,4:00am,USD,Consumer Credit m/m,Non-economic,19.3B,7.7B,20.4B
2012-02-08,7:50am,JPY,Bank Lending y/y,Non-economic,0.6%,,0.4%
2012-02-08,7:50am,JPY,Current Account,Non-economic,0.75T,0.63T,0.48T
2012-02-08,8:00am,GBP,BRC Shop Price Index y/y,Non-economic,1.4%,,1.7%
2012-02-08,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,44.1,47.6,47.0
2012-02-08,2:45pm,CHF,Unemployment Rate,Non-economic,3.1%,3.1%,3.1%
2012-02-08,3:00pm,EUR,German Trade Balance,Non-economic,13.9B,14.1B,14.9B
2012-02-08,3:45pm,EUR,French Gov Budget Balance,Non-economic,-90.8B,,-97.2B
2012-02-08,9:13pm,CAD,Housing Starts,Medium,198K,193K,200K
2012-02-08,11:30pm,USD,Crude Oil Inventories,Medium,0.3M,2.9M,4.2M
2012-02-08,11:40pm,USD,FOMC Member Williams Speaks,Medium,,,
2012-02-09,2:00am,USD,10-y Bond Auction,Medium,2.02|3.1,,1.90|3.3
2012-02-09,5:45am,NZD,Employment Change q/q,High,0.1%,0.4%,0.2%
2012-02-09,5:45am,NZD,Unemployment Rate,High,6.3%,6.5%,6.6%
2012-02-09,7:50am,JPY,Core Machinery Orders m/m,Medium,-7.1%,-4.8%,14.8%
2012-02-09,7:50am,JPY,M2 Money Stock y/y,Non-economic,3.0%,3.1%,3.2%
2012-02-09,8:30am,AUD,NAB Quarterly Business Confidence,Medium,1,,-3
2012-02-09,9:32am,CNY,CPI y/y,High,4.5%,4.0%,4.1%
2012-02-09,9:32am,CNY,PPI y/y,Medium,0.7%,0.8%,1.7%
2012-02-09,1:00pm,JPY,Consumer Confidence,Non-economic,40.0,38.6,38.9
2012-02-09,2:00pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,-6.6%,,17.4%
2012-02-09,2:45pm,CHF,SECO Consumer Climate,Medium,-19,-23,-24
2012-02-09,All Day,EUR,Eurogroup Meetings,Medium,,,
2012-02-09,5:30pm,GBP,Manufacturing Production m/m,High,1.0%,0.3%,-0.1%
2012-02-09,5:30pm,GBP,Goods Trade Balance,Medium,-7.1B,-8.5B,-8.9B
2012-02-09,5:30pm,GBP,Industrial Production m/m,Non-economic,0.5%,0.2%,-0.5%
2012-02-09,8:00pm,GBP,Asset Purchase Facility,High,325B,325B,275B
2012-02-09,8:00pm,GBP,MPC Rate Statement,High,,,
2012-02-09,8:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2012-02-09,8:45pm,EUR,Main Refinancing Rate,High,1.00%,1.00%,1.00%
2012-02-09,9:30pm,CAD,NHPI m/m,Medium,0.1%,0.2%,0.3%
2012-02-09,9:30pm,EUR,ECB Press Conference,High,,,
2012-02-09,9:30pm,USD,Unemployment Claims,High,358K,369K,373K
2012-02-09,11:00pm,GBP,NIESR GDP Estimate,Medium,-0.2%,,-0.2%
2012-02-09,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,1.0%,0.4%,0.0%
2012-02-09,11:30pm,USD,Natural Gas Storage,Non-economic,-78B,-82B,-132B
2012-02-10,2:00am,USD,30-y Bond Auction,Non-economic,3.24|2.5,,2.99|2.6
2012-02-10,7:50am,JPY,PPI y/y,Non-economic,0.5%,0.9%,1.2%
2012-02-10,8:30am,AUD,RBA Monetary Policy Statement,High,,,
2012-02-10,11:04am,CNY,USD-Denominated Trade Balance,High,27.3B,10.8B,16.5B
2012-02-10,3:00pm,EUR,German Final CPI m/m,Non-economic,-0.4%,-0.4%,-0.4%
2012-02-10,3:45pm,EUR,French Industrial Production m/m,Medium,-1.4%,-0.8%,1.1%
2012-02-10,4:15pm,CHF,CPI m/m,High,-0.4%,-0.3%,-0.2%
2012-02-10,5:02pm,EUR,Italian Industrial Production m/m,Non-economic,1.4%,-0.5%,0.3%
2012-02-10,5:07pm,CNY,New Loans,Medium,738B,1002B,641B
2012-02-10,5:07pm,CNY,M2 Money Supply y/y,Non-economic,12.4%,13.7%,13.6%
2012-02-10,5:30pm,GBP,PPI Input m/m,High,0.5%,0.4%,-0.6%
2012-02-10,5:30pm,GBP,PPI Output m/m,Non-economic,0.5%,0.1%,-0.2%
2012-02-10,9:30pm,CAD,Trade Balance,High,2.7B,0.7B,1.2B
2012-02-10,9:30pm,USD,Trade Balance,High,-48.8B,-48.1B,-47.1B
2012-02-10,10:55pm,USD,Prelim UoM Consumer Sentiment,High,72.5,74.4,75.0
2012-02-10,10:55pm,USD,Prelim UoM Inflation Expectations,Non-economic,3.2%,,3.3%
2012-02-11,1:30am,USD,Fed Chairman Bernanke Speaks,High,,,
2012-02-11,1:50am,USD,FOMC Member Pianalto Speaks,Medium,,,
2012-02-11,2:59am,USD,Federal Budget Balance,Medium,-27.4B,-58.5B,-86.0B
2012-02-13,7:50am,JPY,Prelim GDP q/q,High,-0.6%,-0.3%,1.4%
2012-02-13,7:50am,JPY,Prelim GDP Price Index y/y,Medium,-1.6%,-1.6%,-2.1%
2012-02-13,7:50am,JPY,Tertiary Industry Activity m/m,Medium,1.4%,0.9%,-0.6%
2012-02-13,8:30am,AUD,Home Loans m/m,High,2.3%,1.9%,1.8%
2012-02-13,3:00pm,EUR,German WPI m/m,Non-economic,1.2%,0.2%,0.0%
2012-02-13,4:15pm,CHF,PPI m/m,Medium,0.0%,0.2%,0.3%
2012-02-14,5:45am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2012-02-14,5:47am,NZD,FPI m/m,Non-economic,0.0%,,0.2%
2012-02-14,7:32am,GBP,RICS House Price Balance,Medium,-16%,-16%,-16%
2012-02-14,8:30am,AUD,NAB Business Confidence,Medium,4,,3
2012-02-14,10:45am,USD,FOMC Member Williams Speaks,Medium,,,
2012-02-14,11:01am,NZD,REINZ HPI m/m,Medium,-1.4%,,-0.1%
2012-02-14,11:43am,JPY,Monetary Policy Statement,High,,,
2012-02-14,11:43am,JPY,Overnight Call Rate,High,<0.10%,<0.10%,<0.10%
2012-02-14,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,3.8%,4.0%,4.0%
2012-02-14,3:33pm,JPY,BOJ Press Conference,High,,,
2012-02-14,3:45pm,EUR,French Prelim Private Payrolls q/q,Medium,-0.2%,0.2%,0.0%
2012-02-14,5:30pm,GBP,CPI y/y,High,3.6%,3.6%,4.2%
2012-02-14,5:30pm,GBP,RPI y/y,Medium,3.9%,4.1%,4.8%
2012-02-14,5:30pm,GBP,Core CPI y/y,Non-economic,2.6%,2.7%,3.0%
2012-02-14,5:30pm,GBP,ONS HPI y/y,Non-economic,0.1%,-0.1%,-0.3%
2012-02-14,6:00pm,EUR,German ZEW Economic Sentiment,High,5.4,-11.8,-21.6
2012-02-14,6:00pm,EUR,Industrial Production m/m,Medium,-1.1%,-1.1%,0.0%
2012-02-14,6:00pm,EUR,ZEW Economic Sentiment,Medium,-8.1,-21.1,-32.5
2012-02-14,6:00pm,GBP,CB Leading Index m/m,Non-economic,-0.5%,,-0.6%
2012-02-14,6:30pm,GBP,BOE Inflation Letter,High,,,
2012-02-14,8:30pm,USD,NFIB Small Business Index,Non-economic,93.9,95.1,93.8
2012-02-14,9:30pm,CAD,New Motor Vehicle Sales m/m,Non-economic,-3.0%,0.5%,-1.0%
2012-02-14,9:30pm,USD,Core Retail Sales m/m,High,0.7%,0.6%,-0.5%
2012-02-14,9:30pm,USD,Retail Sales m/m,High,0.4%,0.8%,0.0%
2012-02-14,9:30pm,USD,Import Prices m/m,Medium,0.3%,0.3%,-0.1%
2012-02-14,11:00pm,USD,Business Inventories m/m,Medium,0.4%,0.4%,0.3%
2012-02-14,11:00pm,USD,Treasury Sec Geithner Speaks,Medium,,,
2012-02-15,5:45am,NZD,Retail Sales q/q,Medium,2.2%,1.2%,2.4%
2012-02-15,5:47am,NZD,Core Retail Sales q/q,High,2.9%,1.1%,2.6%
2012-02-15,6:40am,USD,FOMC Member Lockhart Speaks,Medium,,,
2012-02-15,7:30am,AUD,Westpac Consumer Sentiment,Medium,4.2%,,2.4%
2012-02-15,8:30am,AUD,New Motor Vehicle Sales m/m,Medium,1.3%,,-2.7%
2012-02-15,1:00pm,JPY,BOJ Monthly Report,Medium,,,
2012-02-15,2:30pm,EUR,French Prelim GDP q/q,Medium,0.2%,-0.2%,0.3%
2012-02-15,3:00pm,EUR,German Prelim GDP q/q,High,-0.2%,-0.3%,0.6%
2012-02-15,5:00pm,EUR,Italian Prelim GDP q/q,Non-economic,-0.7%,-0.6%,-0.2%
2012-02-15,5:30pm,GBP,Claimant Count Change,High,6.9K,3.2K,1.9K
2012-02-15,5:30pm,GBP,Unemployment Rate,Medium,8.4%,8.4%,8.4%
2012-02-15,5:30pm,GBP,Average Earnings Index 3m/y,Non-economic,2.0%,1.8%,2.0%
2012-02-15,6:00pm,CHF,UBS Economic Expectations,Medium,-21.2,,-50.1
2012-02-15,6:00pm,EUR,Flash GDP q/q,Medium,-0.3%,-0.3%,0.1%
2012-02-15,6:00pm,EUR,Trade Balance,Non-economic,7.5B,3.5B,6.1B
2012-02-15,6:30pm,GBP,BOE Gov King Speaks,High,,,
2012-02-15,6:30pm,GBP,BOE Monetary Policy Report,High,,,
2012-02-15,9:30pm,NZD,GDT Price Index,Non-economic,-3.7%,,-1.4%
2012-02-15,9:30pm,USD,Empire State Manufacturing Index,Medium,19.5,14.7,13.5
2012-02-15,9:54pm,USD,TIC Long-Term Purchases,High,17.9B,45.4B,61.3B
2012-02-15,10:15pm,USD,Capacity Utilization Rate,Medium,78.5%,78.6%,78.6%
2012-02-15,10:15pm,USD,Industrial Production m/m,Medium,0.0%,0.7%,1.0%
2012-02-15,11:00pm,USD,NAHB Housing Market Index,Non-economic,29,26,25
2012-02-15,11:30pm,USD,Crude Oil Inventories,Medium,-0.2M,1.8M,0.3M
2012-02-16,3:00am,USD,FOMC Meeting Minutes,High,,,
2012-02-16,5:26am,NZD,BusinessNZ Manufacturing Index,Non-economic,50.5,,51.6
2012-02-16,6:10am,AUD,RBA Deputy Gov Lowe Speaks,Medium,,,
2012-02-16,7:58am,AUD,MI Inflation Expectations,Medium,2.5%,,2.8%
2012-02-16,8:01am,GBP,Nationwide Consumer Confidence,Medium,47,40,38
2012-02-16,8:30am,AUD,Employment Change,High,46.3K,10.5K,-35.6K
2012-02-16,8:30am,AUD,Unemployment Rate,High,5.1%,5.3%,5.2%
2012-02-16,9:54am,CNY,Foreign Direct Investment ytd/y,Non-economic,-0.3%,,9.7%
2012-02-16,5:00pm,EUR,ECB Monthly Bulletin,Medium,,,
2012-02-16,5:00pm,EUR,Italian Trade Balance,Non-economic,1.45B,-1.21B,-1.58B
2012-02-16,9:30pm,CAD,Foreign Securities Purchases,Medium,7.38B,7.98B,14.64B
2012-02-16,9:30pm,CAD,Manufacturing Sales m/m,Medium,0.6%,1.0%,1.9%
2012-02-16,9:30pm,USD,Building Permits,High,0.68M,0.68M,0.67M
2012-02-16,9:30pm,USD,PPI m/m,High,0.1%,0.3%,-0.1%
2012-02-16,9:30pm,USD,Unemployment Claims,High,348K,364K,361K
2012-02-16,9:30pm,USD,Core PPI m/m,Medium,0.4%,0.1%,0.3%
2012-02-16,9:30pm,USD,Housing Starts,Medium,0.70M,0.68M,0.69M
2012-02-16,10:00pm,USD,Fed Chairman Bernanke Speaks,High,,,
2012-02-16,11:00pm,USD,Philly Fed Manufacturing Index,High,10.2,9.0,7.3
2012-02-16,11:00pm,USD,Mortgage Delinquencies,Medium,7.58%,,7.99%
2012-02-16,11:30pm,USD,Natural Gas Storage,Non-economic,-127B,-126B,-78B
2012-02-17,7:00am,NZD,RBNZ Gov Bollard Speaks,Medium,,,
2012-02-17,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2012-02-17,3:00pm,EUR,German PPI m/m,Medium,0.6%,0.4%,-0.4%
2012-02-17,5:00pm,EUR,Current Account,Medium,2.0B,2.3B,-0.9B
2012-02-17,5:30pm,GBP,Retail Sales m/m,High,0.9%,-0.3%,0.6%
2012-02-17,8:00pm,CAD,Core CPI m/m,High,0.2%,0.1%,-0.5%
2012-02-17,8:00pm,CAD,CPI m/m,Medium,0.4%,0.3%,-0.6%
2012-02-17,9:30pm,CAD,Leading Index m/m,Medium,0.7%,0.6%,0.7%
2012-02-17,9:30pm,USD,Core CPI m/m,High,0.2%,0.2%,0.1%
2012-02-17,9:30pm,USD,CPI y/y,High,2.9%,2.8%,3.0%
2012-02-17,9:30pm,USD,CPI m/m,Medium,0.2%,0.3%,0.0%
2012-02-17,11:00pm,USD,CB Leading Index m/m,Non-economic,0.4%,0.6%,0.5%
2012-02-18,3:00am,GBP,MPC Member Posen Speaks,Medium,,,
2012-02-20,5:30am,NZD,BusinessNZ Services Index,Non-economic,53.6,,52.4
2012-02-20,5:45am,NZD,PPI Input q/q,High,0.5%,0.4%,0.6%
2012-02-20,5:45am,NZD,PPI Output q/q,Non-economic,0.1%,0.5%,0.2%
2012-02-20,7:40am,GBP,Rightmove HPI m/m,Medium,4.1%,,-0.8%
2012-02-20,7:50am,JPY,Trade Balance,Medium,-0.61T,-0.83T,-0.57T
2012-02-20,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2012-02-20,All Day,USD,Bank Holiday,Low,,,
2012-02-21,8:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2012-02-21,10:00am,NZD,Inflation Expectations q/q,High,2.50%,,2.82%
2012-02-21,10:30am,AUD,RBA Gov Stevens Speaks,High,,,
2012-02-21,12:30pm,JPY,All Industries Activity m/m,Non-economic,1.3%,1.6%,-1.0%
2012-02-21,3:00pm,CHF,Trade Balance,Medium,1.55B,1.95B,2.01B
2012-02-21,All Day,EUR,ECOFIN Meetings,Medium,,,
2012-02-21,All Day,EUR,Eurogroup Meetings,Medium,,,
2012-02-21,5:30pm,GBP,Public Sector Net Borrowing,High,-10.7B,-8.9B,11.1B
2012-02-21,9:30pm,CAD,Core Retail Sales m/m,High,0.0%,0.1%,0.4%
2012-02-21,9:30pm,CAD,Retail Sales m/m,Medium,-0.2%,-0.2%,0.4%
2012-02-21,9:30pm,CAD,Wholesale Sales m/m,Medium,0.9%,0.6%,-0.3%
2012-02-21,11:00pm,EUR,Consumer Confidence,Non-economic,-20,-20,-21
2012-02-22,3:30am,GBP,MPC Member Bean Speaks,Medium,,,
2012-02-22,7:00am,AUD,CB Leading Index m/m,Medium,0.2%,,-0.3%
2012-02-22,7:30am,AUD,MI Leading Index m/m,Medium,0.5%,,-0.1%
2012-02-22,8:30am,AUD,Wage Price Index q/q,Medium,1.0%,0.8%,0.7%
2012-02-22,10:00am,NZD,Credit Card Spending y/y,Non-economic,3.1%,,5.9%
2012-02-22,10:30am,CNY,Caixin Flash Manufacturing PMI,High,49.7,,48.8
2012-02-22,2:30pm,EUR,French Final CPI m/m,Non-economic,-0.4%,-0.1%,0.4%
2012-02-22,4:00pm,EUR,French Flash Manufacturing PMI,Medium,50.2,49.1,48.5
2012-02-22,4:00pm,EUR,French Flash Services PMI,Medium,50.3,52.3,52.3
2012-02-22,4:30pm,EUR,German Flash Manufacturing PMI,Medium,50.1,51.6,51.0
2012-02-22,4:30pm,EUR,German Flash Services PMI,Medium,52.6,53.8,53.7
2012-02-22,5:00pm,EUR,Flash Manufacturing PMI,Medium,49.0,49.4,48.8
2012-02-22,5:00pm,EUR,Flash Services PMI,Medium,49.4,50.7,50.4
2012-02-22,5:30pm,GBP,MPC Asset Purchase Facility Votes,High,9-0-0,9-0-0,0-0-9
2012-02-22,5:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2012-02-22,6:00pm,EUR,Industrial New Orders m/m,Medium,1.9%,0.6%,-1.1%
2012-02-22,10:00pm,EUR,Belgian NBB Business Climate,Medium,-7.7,-8.2,-9.5
2012-02-22,11:00pm,USD,Existing Home Sales,High,4.57M,4.66M,4.38M
