Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2015-01-29,11:30pm,USD,Natural Gas Storage,Non-economic,-94B,-113B,-216B
2015-01-30,5:45am,NZD,Building Consents m/m,Medium,-2.1%,,10.5%
2015-01-30,5:45am,NZD,Visitor Arrivals m/m,Non-economic,-1.3%,,3.1%
2015-01-30,7:30am,JPY,Household Spending y/y,Medium,-3.4%,-2.3%,-2.5%
2015-01-30,7:30am,JPY,Tokyo Core CPI y/y,Medium,2.2%,2.2%,2.3%
2015-01-30,7:30am,JPY,National Core CPI y/y,Non-economic,2.5%,2.6%,2.7%
2015-01-30,7:30am,JPY,Unemployment Rate,Non-economic,3.4%,3.5%,3.5%
2015-01-30,7:50am,JPY,Prelim Industrial Production m/m,Medium,1.0%,1.3%,-0.5%
2015-01-30,8:05am,GBP,GfK Consumer Confidence,Non-economic,1,-2,-4
2015-01-30,8:30am,AUD,PPI q/q,High,0.1%,0.3%,0.2%
2015-01-30,8:30am,AUD,Private Sector Credit m/m,Non-economic,0.5%,0.5%,0.5%
2015-01-30,1:00pm,JPY,Housing Starts y/y,Non-economic,-14.7%,-14.6%,-14.3%
2015-01-30,3:00pm,EUR,German Retail Sales m/m,Medium,0.2%,0.4%,0.9%
2015-01-30,3:45pm,EUR,French Consumer Spending m/m,Medium,1.5%,0.3%,0.2%
2015-01-30,4:00pm,CHF,KOF Economic Barometer,Medium,97.0,94.8,98.8
2015-01-30,4:00pm,EUR,Spanish Flash CPI y/y,Medium,-1.4%,-1.5%,-1.0%
2015-01-30,4:00pm,EUR,Spanish Flash GDP q/q,Medium,0.7%,0.5%,0.5%
2015-01-30,5:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,12.9%,13.5%,13.3%
2015-01-30,5:30pm,GBP,Net Lending to Individuals m/m,Medium,2.2B,3.2B,3.1B
2015-01-30,5:30pm,GBP,M4 Money Supply m/m,Non-economic,0.1%,0.5%,0.1%
2015-01-30,5:30pm,GBP,Mortgage Approvals,Non-economic,60K,60K,59K
2015-01-30,6:00pm,EUR,CPI Flash Estimate y/y,High,-0.6%,-0.5%,-0.2%
2015-01-30,6:00pm,EUR,Core CPI Flash Estimate y/y,Medium,0.6%,0.6%,0.7%
2015-01-30,6:00pm,EUR,Unemployment Rate,Medium,11.4%,11.5%,11.5%
2015-01-30,9:30pm,CAD,GDP m/m,High,-0.2%,-0.1%,0.3%
2015-01-30,9:30pm,USD,Advance GDP q/q,High,2.6%,3.0%,5.0%
2015-01-30,9:30pm,USD,Advance GDP Price Index q/q,Medium,0.0%,0.9%,1.4%
2015-01-30,9:30pm,USD,Employment Cost Index q/q,Medium,0.6%,0.6%,0.7%
2015-01-30,10:45pm,USD,Chicago PMI,Medium,59.4,57.7,58.3
2015-01-30,11:00pm,USD,Revised UoM Consumer Sentiment,Medium,98.1,98.5,98.2
2015-01-30,11:00pm,USD,Revised UoM Inflation Expectations,Non-economic,2.5%,,2.4%
2015-02-01,8:59am,CNY,Manufacturing PMI,High,49.8,50.3,50.1
2015-02-01,8:59am,CNY,Non-Manufacturing PMI,Medium,53.7,,54.1
2015-02-02,6:25am,AUD,AIG Manufacturing Index,Non-economic,49.0,,46.9
2015-02-02,7:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.1%,,0.0%
2015-02-02,9:35am,JPY,Final Manufacturing PMI,Non-economic,52.2,52.1,52.1
2015-02-02,9:45am,CNY,Caixin Manufacturing PMI,High,49.7,49.8,49.8
2015-02-02,1:30pm,AUD,Commodity Prices y/y,Non-economic,-20.4%,,-20.6%
2015-02-02,4:15pm,EUR,Spanish Manufacturing PMI,Medium,54.7,54.2,53.8
2015-02-02,4:30pm,CHF,Manufacturing PMI,Non-economic,48.2,54.5,54.0
2015-02-02,4:45pm,EUR,Italian Manufacturing PMI,Medium,49.9,49.3,48.4
2015-02-02,4:50pm,EUR,French Final Manufacturing PMI,Non-economic,49.2,49.5,49.5
2015-02-02,4:55pm,EUR,German Final Manufacturing PMI,Medium,50.9,51.0,51.0
2015-02-02,5:00pm,EUR,Final Manufacturing PMI,Non-economic,51.0,51.0,51.0
2015-02-02,5:30pm,GBP,Final Manufacturing PMI,High,53.0,52.9,52.7
2015-02-02,9:30pm,USD,Core PCE Price Index m/m,Medium,0.0%,0.0%,0.0%
2015-02-02,9:30pm,USD,Personal Spending m/m,Medium,-0.3%,-0.1%,0.5%
2015-02-02,9:30pm,USD,Personal Income m/m,Non-economic,0.3%,0.2%,0.3%
2015-02-02,10:30pm,CAD,Manufacturing PMI,Non-economic,51.0,,53.9
2015-02-02,10:45pm,USD,Final Manufacturing PMI,Non-economic,53.9,54.1,53.7
2015-02-02,11:00pm,USD,ISM Manufacturing PMI,High,53.5,54.9,55.5
2015-02-02,11:00pm,USD,Construction Spending m/m,Non-economic,0.4%,0.9%,-0.2%
2015-02-02,11:00pm,USD,ISM Manufacturing Prices,Non-economic,35.0,40.1,38.5
2015-02-03,3:00am,USD,Loan Officer Survey,Non-economic,,,
2015-02-03,7:50am,JPY,Monetary Base y/y,Non-economic,37.4%,40.1%,38.2%
2015-02-03,8:00am,NZD,ANZ Commodity Prices m/m,Non-economic,-0.9%,,-4.4%
2015-02-03,8:30am,AUD,Building Approvals m/m,High,-3.3%,-4.8%,7.7%
2015-02-03,8:30am,AUD,Goods Trade Balance,High,-0.44B,-0.85B,-1.02B
2015-02-03,11:30am,AUD,Cash Rate,High,2.25%,2.50%,2.50%
2015-02-03,11:30am,AUD,RBA Rate Statement,High,,,
2015-02-03,11:45am,JPY,10-y Bond Auction,Non-economic,0.31|2.7,,0.30|3.4
2015-02-03,3:00pm,CHF,Trade Balance,Medium,1.52B,2.17B,3.80B
2015-02-03,4:00pm,EUR,Spanish Unemployment Change,High,78.0K,83.4K,-64.4K
2015-02-03,5:30pm,GBP,Construction PMI,High,59.1,56.9,57.6
2015-02-03,6:00pm,EUR,PPI m/m,Non-economic,-1.0%,-0.7%,-0.3%
2015-02-03,6:00pm,EUR,Italian Prelim CPI m/m,Non-economic,-0.4%,-0.1%,0.0%
2015-02-03,9:30pm,CAD,RMPI m/m,Medium,-7.6%,-8.8%,-5.7%
2015-02-03,9:30pm,CAD,IPPI m/m,Non-economic,-1.6%,-0.5%,-0.5%
2015-02-03,11:00pm,USD,Factory Orders m/m,Medium,-3.4%,-1.8%,-1.7%
2015-02-03,11:06pm,NZD,GDT Price Index,High,9.4%,,1.0%
2015-02-04,All Day,USD,Total Vehicle Sales,Non-economic,16.7M,17.0M,16.9M
2015-02-04,5:45am,NZD,Employment Change q/q,High,1.2%,0.8%,0.9%
2015-02-04,5:45am,NZD,Unemployment Rate,High,5.7%,5.3%,5.4%
2015-02-04,5:45am,NZD,Labor Cost Index q/q,Non-economic,0.5%,0.5%,0.5%
2015-02-04,6:30am,AUD,AIG Services Index,Non-economic,49.9,,47.5
2015-02-04,8:00am,NZD,RBNZ Gov Wheeler Speaks,High,,,
2015-02-04,8:01am,GBP,BRC Shop Price Index y/y,Non-economic,-1.3%,,-1.7%
2015-02-04,8:30am,AUD,NAB Quarterly Business Confidence,Medium,2,,6
2015-02-04,9:30am,JPY,Average Cash Earnings y/y,Medium,1.6%,1.6%,0.1%
2015-02-04,9:45am,CNY,Caixin Services PMI,Medium,51.8,,53.4
2015-02-04,4:15pm,EUR,Spanish Services PMI,Medium,56.7,54.5,54.3
2015-02-04,4:45pm,EUR,Italian Services PMI,Medium,51.2,49.9,49.4
2015-02-04,4:50pm,EUR,French Final Services PMI,Non-economic,49.4,49.5,49.5
2015-02-04,4:55pm,EUR,German Final Services PMI,Medium,54.0,52.7,52.7
2015-02-04,5:00pm,EUR,Final Services PMI,Non-economic,52.7,52.3,52.3
2015-02-04,5:30pm,GBP,Final Services PMI,High,57.2,56.6,55.8
2015-02-04,6:00pm,EUR,Retail Sales m/m,Medium,0.3%,-0.1%,0.7%
2015-02-04,9:15pm,USD,ADP Non-Farm Employment Change,High,213K,224K,253K
2015-02-04,10:45pm,USD,Final Services PMI,Non-economic,54.2,54.3,54.0
2015-02-04,11:00pm,CAD,Ivey PMI,High,45.4,53.8,55.4
2015-02-04,11:00pm,USD,ISM Services PMI,High,56.7,56.6,56.2
2015-02-04,11:30pm,USD,Crude Oil Inventories,Medium,6.3M,4.0M,8.9M
2015-02-05,8:00am,AUD,HIA New Home Sales m/m,Non-economic,-1.9%,,2.2%
2015-02-05,8:30am,AUD,Retail Sales m/m,High,0.2%,0.3%,0.1%
2015-02-05,11:45am,JPY,30-y Bond Auction,Non-economic,1.46|2.7,,1.12|3.6
2015-02-05,2:45pm,CHF,SECO Consumer Climate,Non-economic,-6,-13,-11
2015-02-05,3:00pm,EUR,German Factory Orders m/m,Medium,4.2%,1.4%,-2.4%
2015-02-05,4:00pm,GBP,Halifax HPI m/m,Medium,2.0%,0.1%,1.1%
2015-02-05,5:00pm,EUR,ECB Economic Bulletin,Medium,,,
2015-02-05,5:10pm,EUR,Retail PMI,Non-economic,46.6,,47.6
2015-02-05,6:00pm,EUR,EU Economic Forecasts,Medium,,,
2015-02-05,6:00pm,EUR,French 10-y Bond Auction,Non-economic,0.61|1.9,,0.79|2.0
2015-02-05,8:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2015-02-05,8:00pm,GBP,Asset Purchase Facility,Medium,375B,375B,375B
2015-02-05,8:30pm,USD,Challenger Job Cuts y/y,Non-economic,17.6%,,6.6%
2015-02-05,9:30pm,CAD,Trade Balance,High,-0.6B,-1.2B,-0.3B
2015-02-05,9:30pm,USD,Trade Balance,High,-46.6B,-38.2B,-39.8B
2015-02-05,9:30pm,USD,Unemployment Claims,High,278K,287K,267K
2015-02-05,9:30pm,USD,Prelim Nonfarm Productivity q/q,Medium,-1.8%,0.3%,2.3%
2015-02-05,9:30pm,USD,Prelim Unit Labor Costs q/q,Medium,2.7%,1.3%,-1.0%
2015-02-05,11:30pm,USD,Natural Gas Storage,Non-economic,-115B,-119B,-94B
2015-02-06,All Day,NZD,Bank Holiday,Low,,,
2015-02-06,6:30am,AUD,AIG Construction Index,Non-economic,45.9,,44.4
2015-02-06,8:30am,AUD,RBA Monetary Policy Statement,High,,,
2015-02-06,1:00pm,JPY,Leading Indicators,Non-economic,105.2%,105.5%,103.9%
2015-02-06,3:00pm,EUR,German Industrial Production m/m,Non-economic,0.1%,0.4%,0.1%
2015-02-06,3:45pm,EUR,French Gov Budget Balance,Non-economic,-85.6B,,-90.8B
2015-02-06,3:45pm,EUR,French Trade Balance,Non-economic,-3.4B,-3.1B,-3.1B
2015-02-06,4:00pm,CHF,Foreign Currency Reserves,High,498B,,495B
2015-02-06,4:15pm,CHF,Retail Sales y/y,Medium,2.2%,0.4%,-0.6%
2015-02-06,5:30pm,GBP,Goods Trade Balance,Medium,-10.2B,-9.0B,-9.3B
2015-02-06,9:30pm,CAD,Building Permits m/m,High,7.7%,4.8%,-13.6%
2015-02-06,9:30pm,CAD,Employment Change,High,35.4K,4.7K,-4.3K
2015-02-06,9:30pm,CAD,Unemployment Rate,High,6.6%,6.7%,6.6%
2015-02-06,9:30pm,USD,Non-Farm Employment Change,High,257K,236K,329K
2015-02-06,9:30pm,USD,Unemployment Rate,High,5.7%,5.6%,5.6%
2015-02-06,9:30pm,USD,Average Hourly Earnings m/m,Medium,0.5%,0.3%,-0.2%
2015-02-07,1:45am,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-02-07,4:00am,USD,Consumer Credit m/m,Non-economic,14.8B,14.6B,13.5B
2015-02-08,10:27am,CNY,Trade Balance,Medium,367B,,305B
2015-02-08,10:39am,CNY,USD-Denominated Trade Balance,High,60.0B,48.9B,49.6B
2015-02-09,7:50am,JPY,Current Account,Medium,0.98T,0.95T,0.91T
2015-02-09,7:50am,JPY,Bank Lending y/y,Non-economic,2.5%,,2.6%
2015-02-09,8:15am,AUD,RBA Gov Stevens Speaks,High,,,
2015-02-09,8:30am,AUD,ANZ Job Advertisements m/m,Medium,1.3%,,1.8%
2015-02-09,1:00pm,JPY,Consumer Confidence,Non-economic,39.1,39.4,38.8
2015-02-09,2:00pm,JPY,Economy Watchers Sentiment,Non-economic,45.6,45.7,45.2
2015-02-09,3:00pm,EUR,German Trade Balance,Non-economic,21.8B,18.2B,17.9B
2015-02-09,Day 1,All,G20 Meetings,Medium,,,
2015-02-09,5:30pm,EUR,Sentix Investor Confidence,Non-economic,12.4,3.4,0.9
2015-02-09,9:13pm,CAD,Housing Starts,Non-economic,187K,184K,180K
2015-02-09,11:00pm,USD,Labor Market Conditions Index m/m,Non-economic,4.9,,7.3
2015-02-10,5:00am,USD,FOMC Member Powell Speaks,Medium,,,
2015-02-10,7:50am,JPY,Tertiary Industry Activity m/m,Medium,-0.3%,0.1%,0.2%
2015-02-10,7:50am,JPY,M2 Money Stock y/y,Non-economic,3.4%,3.6%,3.6%
2015-02-10,8:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,0.2%,,-0.4%
2015-02-10,8:30am,AUD,NAB Business Confidence,High,3,,2
2015-02-10,8:30am,AUD,HPI q/q,Medium,1.9%,2.0%,1.4%
2015-02-10,9:30am,CNY,CPI y/y,High,0.8%,1.1%,1.5%
2015-02-10,9:30am,CNY,PPI y/y,Medium,-4.3%,-3.7%,-3.3%
2015-02-10,2:45pm,CHF,Unemployment Rate,Non-economic,3.1%,3.2%,3.1%
2015-02-10,3:45pm,EUR,French Industrial Production m/m,Medium,1.5%,0.3%,-0.2%
2015-02-10,4:15pm,CHF,CPI m/m,Medium,-0.4%,-0.4%,-0.5%
2015-02-10,5:00pm,EUR,Italian Industrial Production m/m,Non-economic,0.4%,0.1%,0.3%
2015-02-10,Day 2,All,G20 Meetings,Medium,,,
2015-02-10,5:30pm,GBP,Manufacturing Production m/m,High,0.1%,0.3%,0.8%
2015-02-10,5:30pm,GBP,Industrial Production m/m,Non-economic,-0.2%,0.3%,-0.1%
2015-02-10,9:20pm,USD,FOMC Member Lacker Speaks,Medium,,,
2015-02-10,10:00pm,USD,NFIB Small Business Index,Non-economic,97.9,101.3,100.4
2015-02-10,10:35pm,GBP,NIESR GDP Estimate,Medium,0.7%,,0.5%
2015-02-10,11:00pm,USD,JOLTS Job Openings,Medium,5.03M,5.03M,4.85M
2015-02-10,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.1%,0.2%,0.8%
2015-02-10,11:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,47.5,51.4,51.5
2015-02-11,1:45am,CAD,Gov Council Member Wilkins Speaks,Medium,,,
2015-02-11,7:20am,AUD,Westpac Consumer Sentiment,Medium,8.0%,,2.4%
2015-02-11,All Day,JPY,Bank Holiday,Low,,,
2015-02-11,8:30am,AUD,Home Loans m/m,Medium,2.7%,2.3%,-0.4%
2015-02-11,10:02am,NZD,REINZ HPI m/m,Non-economic,-1.0%,,-1.0%
2015-02-11,All Day,EUR,Eurogroup Meetings,High,,,
2015-02-11,6:35pm,GBP,30-y Bond Auction,Non-economic,2.36|1.6,,2.70|1.8
2015-02-11,11:30pm,USD,Crude Oil Inventories,Medium,4.9M,3.7M,6.3M
2015-02-12,2:01am,USD,10-y Bond Auction,Medium,2.00|2.6,,1.93|2.6
2015-02-12,3:00am,USD,Federal Budget Balance,Non-economic,-17.5B,-2.6B,1.9B
2015-02-12,5:30am,NZD,BusinessNZ Manufacturing Index,Medium,50.9,,57.1
2015-02-12,6:00am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2015-02-12,7:50am,JPY,Core Machinery Orders m/m,Medium,8.3%,2.4%,1.3%
2015-02-12,7:50am,JPY,PPI y/y,Non-economic,0.3%,1.2%,1.8%
2015-02-12,8:00am,AUD,MI Inflation Expectations,Medium,4.0%,,3.2%
2015-02-12,8:01am,GBP,RICS House Price Balance,Non-economic,7%,10%,12%
2015-02-12,8:30am,AUD,Employment Change,High,-12.2K,-4.7K,42.3K
2015-02-12,8:30am,AUD,Unemployment Rate,High,6.4%,6.2%,6.1%
2015-02-12,1:59pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,20.4%,,33.9%
2015-02-12,3:00pm,EUR,German Final CPI m/m,Non-economic,-1.1%,-1.0%,-1.0%
2015-02-12,4:28pm,CHF,PPI m/m,Medium,-0.6%,-0.6%,-0.4%
2015-02-12,6:00pm,EUR,Industrial Production m/m,Non-economic,0.0%,0.3%,0.1%
2015-02-12,All Day,EUR,EU Economic Summit,High,,,
2015-02-12,6:30pm,GBP,BOE Gov Carney Speaks,High,,,
2015-02-12,6:30pm,GBP,BOE Monetary Policy Report,High,,,
2015-02-12,6:30pm,GBP,BOE Inflation Letter,Medium,,,
2015-02-12,9:30pm,CAD,NHPI m/m,Medium,0.1%,0.2%,0.1%
2015-02-12,9:30pm,USD,Core Retail Sales m/m,High,-0.9%,-0.4%,-0.9%
2015-02-12,9:30pm,USD,Retail Sales m/m,High,-0.8%,-0.4%,-0.9%
2015-02-12,9:30pm,USD,Unemployment Claims,High,304K,282K,279K
2015-02-12,11:00pm,USD,Business Inventories m/m,Medium,0.1%,0.2%,0.2%
2015-02-12,11:30pm,USD,Natural Gas Storage,Non-economic,-160B,-165B,-115B
2015-02-13,2:01am,USD,30-y Bond Auction,Non-economic,2.56|2.3,,2.43|2.3
2015-02-13,5:45am,NZD,FPI m/m,Non-economic,1.3%,,0.3%
2015-02-13,6:30am,AUD,RBA Gov Stevens Speaks,High,,,
2015-02-13,10:00am,CNY,CB Leading Index m/m,Non-economic,0.9%,,1.1%
2015-02-13,2:30pm,EUR,French Prelim GDP q/q,Medium,0.1%,0.1%,0.3%
2015-02-13,3:00pm,EUR,German Prelim GDP q/q,Medium,0.7%,0.3%,0.1%
2015-02-13,3:00pm,EUR,German WPI m/m,Non-economic,-0.4%,0.4%,-1.0%
2015-02-13,3:45pm,EUR,French Prelim Private Payrolls q/q,Medium,0.0%,-0.1%,-0.3%
2015-02-13,5:00pm,EUR,Italian Prelim GDP q/q,Medium,0.0%,0.0%,-0.1%
2015-02-13,5:02pm,CNY,New Loans,Medium,1470B,1355B,697B
2015-02-13,5:02pm,CNY,M2 Money Supply y/y,Non-economic,10.8%,12.1%,12.2%
2015-02-13,5:30pm,GBP,Construction Output m/m,Non-economic,0.4%,2.6%,-1.8%
2015-02-13,6:00pm,EUR,Flash GDP q/q,Medium,0.3%,0.2%,0.2%
2015-02-13,9:30pm,CAD,Manufacturing Sales m/m,High,1.7%,0.8%,-1.3%
2015-02-13,9:30pm,USD,Import Prices m/m,Medium,-2.8%,-3.1%,-1.9%
2015-02-13,10:30pm,GBP,CB Leading Index m/m,Non-economic,0.1%,,-0.3%
2015-02-13,11:00pm,USD,Prelim UoM Consumer Sentiment,High,93.6,98.2,98.1
2015-02-13,11:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,2.8%,,2.5%
2015-02-16,5:30am,NZD,BusinessNZ Services Index,Non-economic,57.8,,56.2
2015-02-16,5:45am,NZD,Retail Sales q/q,High,1.7%,1.3%,1.6%
2015-02-16,5:45am,NZD,Core Retail Sales q/q,Medium,1.5%,1.1%,1.5%
2015-02-16,7:16am,GBP,Rightmove HPI m/m,Non-economic,2.1%,,1.4%
2015-02-16,7:50am,JPY,Prelim GDP q/q,High,0.6%,0.9%,-0.5%
2015-02-16,7:50am,JPY,Prelim GDP Price Index y/y,Non-economic,2.3%,1.9%,2.0%
2015-02-16,8:30am,AUD,New Motor Vehicle Sales m/m,Medium,-1.5%,,2.6%
2015-02-16,9:30am,CNY,Foreign Direct Investment ytd/y,Non-economic,29.4%,,1.7%
2015-02-16,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,0.8%,1.0%,1.0%
2015-02-16,6:00pm,EUR,Trade Balance,Non-economic,23.3B,21.3B,21.6B
2015-02-16,All Day,EUR,Eurogroup Meetings,High,,,
2015-02-16,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2015-02-16,All Day,CAD,Bank Holiday,Low,,,
2015-02-16,All Day,USD,Bank Holiday,Low,,,
2015-02-17,8:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2015-02-17,5:00pm,EUR,Italian Trade Balance,Non-economic,5.76B,3.27B,3.54B
2015-02-17,5:30pm,GBP,CPI y/y,High,0.3%,0.3%,0.5%
2015-02-17,5:30pm,GBP,PPI Input m/m,Medium,-3.7%,-2.5%,-3.3%
2015-02-17,5:30pm,GBP,RPI y/y,Medium,1.1%,1.2%,1.6%
2015-02-17,5:30pm,GBP,Core CPI y/y,Non-economic,1.4%,1.3%,1.3%
2015-02-17,5:30pm,GBP,ONS HPI y/y,Non-economic,9.8%,10.3%,9.9%
2015-02-17,5:30pm,GBP,PPI Output m/m,Non-economic,-0.5%,-0.2%,-0.5%
2015-02-17,6:00pm,EUR,German ZEW Economic Sentiment,High,53.0,55.4,48.4
2015-02-17,6:00pm,EUR,ZEW Economic Sentiment,Medium,52.7,51.3,45.2
2015-02-17,All Day,EUR,ECOFIN Meetings,Medium,,,
2015-02-17,9:30pm,CAD,Foreign Securities Purchases,Medium,-13.55B,5.35B,4.30B
2015-02-17,9:30pm,USD,Empire State Manufacturing Index,Medium,7.8,8.9,10.0
2015-02-17,10:33pm,NZD,GDT Price Index,High,10.1%,,9.4%
2015-02-17,11:00pm,USD,NAHB Housing Market Index,Medium,55,58,57
2015-02-18,1:00am,CHF,SNB Chairman Jordan Speaks,High,,,
2015-02-18,7:00am,AUD,CB Leading Index m/m,Non-economic,0.4%,,0.1%
2015-02-18,7:30am,AUD,MI Leading Index m/m,Non-economic,0.1%,,0.0%
2015-02-18,All Day,CNY,Bank Holiday,Low,,,
2015-02-18,10:49am,JPY,Monetary Policy Statement,High,,,
2015-02-18,2:31pm,JPY,BOJ Press Conference,High,,,
2015-02-18,5:30pm,GBP,Average Earnings Index 3m/y,High,2.1%,1.7%,1.8%
2015-02-18,5:30pm,GBP,Claimant Count Change,High,-38.6K,-25.2K,-35.8K
2015-02-18,5:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2015-02-18,5:30pm,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2015-02-18,5:30pm,GBP,Unemployment Rate,Medium,5.7%,5.8%,5.8%
2015-02-18,6:00pm,CHF,UBS Economic Expectations,Non-economic,-73.0,,-10.8
2015-02-18,All Day,EUR,Greek Presidential Elections,Non-economic,,,
2015-02-18,6:33pm,EUR,German 10-y Bond Auction,Medium,0.37|1.4,,0.52|1.3
2015-02-18,9:30pm,CAD,Wholesale Sales m/m,High,2.5%,0.4%,-0.5%
2015-02-18,9:30pm,USD,Building Permits,High,1.05M,1.08M,1.06M
2015-02-18,9:30pm,USD,PPI m/m,High,-0.8%,-0.4%,-0.3%
2015-02-18,9:30pm,USD,Core PPI m/m,Medium,-0.1%,0.1%,0.3%
2015-02-18,9:30pm,USD,Housing Starts,Medium,1.07M,1.07M,1.09M
2015-02-18,10:15pm,USD,Capacity Utilization Rate,Medium,79.4%,79.9%,79.4%
2015-02-18,10:15pm,USD,Industrial Production m/m,Medium,0.2%,0.5%,-0.3%
2015-02-19,3:00am,USD,FOMC Meeting Minutes,High,,,
2015-02-19,5:00am,USD,TIC Long-Term Purchases,Non-economic,35.4B,41.3B,33.5B
2015-02-19,5:45am,NZD,PPI Input q/q,High,-0.4%,-0.2%,-1.5%
2015-02-19,5:45am,NZD,PPI Output q/q,Non-economic,-0.1%,-0.3%,-1.1%
2015-02-19,6:00am,USD,FOMC Member Powell Speaks,Medium,,,
2015-02-19,7:50am,JPY,Trade Balance,Medium,-0.41T,-0.95T,-0.62T
2015-02-19,All Day,CNY,Bank Holiday,Low,,,
2015-02-19,12:30pm,JPY,All Industries Activity m/m,Non-economic,-0.3%,-0.2%,0.0%
2015-02-19,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2015-02-19,3:00pm,CHF,Trade Balance,Medium,3.43B,1.23B,1.51B
2015-02-19,3:45pm,EUR,French Final CPI m/m,Non-economic,-1.0%,-0.9%,0.1%
2015-02-19,5:00pm,EUR,Current Account,Non-economic,17.8B,23.3B,19.9B
2015-02-19,5:43pm,EUR,Spanish 10-y Bond Auction,Non-economic,1.62|2.0,,1.73|1.8
2015-02-19,7:00pm,GBP,CBI Industrial Order Expectations,Medium,10,7,4
2015-02-19,8:30pm,EUR,ECB Monetary Policy Meeting Accounts,High,,,
2015-02-19,9:30pm,USD,Unemployment Claims,High,283K,293K,304K
2015-02-19,10:59pm,EUR,Consumer Confidence,Non-economic,-7,-8,-9
2015-02-19,11:00pm,USD,Philly Fed Manufacturing Index,High,5.2,8.8,6.3
2015-02-19,11:00pm,USD,CB Leading Index m/m,Non-economic,0.2%,0.4%,0.4%
2015-02-19,11:30pm,USD,Natural Gas Storage,Non-economic,-111B,-110B,-160B
2015-02-20,12:00am,USD,Crude Oil Inventories,Medium,7.7M,-1.8M,4.9M
2015-02-20,12:30am,EUR,German Buba President Weidmann Speaks,Medium,,,
2015-02-20,1:15am,CAD,Gov Council Member Cote Speaks,Non-economic,,,
2015-02-20,All Day,CNY,Bank Holiday,Low,,,
2015-02-20,9:35am,JPY,Flash Manufacturing PMI,Non-economic,51.5,52.6,52.2
2015-02-20,3:00pm,EUR,German PPI m/m,Non-economic,-0.6%,-0.3%,-0.7%
2015-02-20,4:00pm,EUR,French Flash Manufacturing PMI,High,47.7,49.7,49.2
2015-02-20,4:00pm,EUR,French Flash Services PMI,Medium,53.4,49.9,49.4
2015-02-20,4:30pm,EUR,German Flash Manufacturing PMI,High,50.9,51.8,50.9
2015-02-20,4:30pm,EUR,German Flash Services PMI,Medium,55.5,54.3,54.0
2015-02-20,5:00pm,EUR,Flash Manufacturing PMI,Medium,51.1,51.6,51.0
2015-02-20,5:00pm,EUR,Flash Services PMI,Medium,53.9,53.2,52.7
2015-02-20,5:30pm,GBP,Retail Sales m/m,High,-0.3%,-0.1%,0.2%
2015-02-20,5:30pm,GBP,Public Sector Net Borrowing,Medium,-9.4B,-9.5B,9.9B
2015-02-20,All Day,EUR,Eurogroup Meetings,High,,,
2015-02-20,9:30pm,CAD,Core Retail Sales m/m,High,-2.3%,-0.7%,0.6%
2015-02-20,9:30pm,CAD,Retail Sales m/m,Medium,-2.0%,-0.3%,0.4%
2015-02-20,10:45pm,USD,Flash Manufacturing PMI,Medium,54.3,53.7,53.9
2015-02-23,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2015-02-23,All Day,CNY,Bank Holiday,Low,,,
2015-02-23,10:00am,NZD,Credit Card Spending y/y,Non-economic,6.2%,,4.5%
2015-02-23,5:00pm,EUR,German ifo Business Climate,High,106.8,107.4,106.7
2015-02-23,7:00pm,GBP,CBI Realized Sales,Medium,1,42,39
2015-02-23,11:00pm,USD,Existing Home Sales,Medium,4.82M,5.03M,5.07M
2015-02-24,7:50am,JPY,SPPI y/y,Non-economic,3.4%,3.6%,3.5%
2015-02-24,All Day,CNY,Bank Holiday,Low,,,
2015-02-24,10:00am,NZD,Inflation Expectations q/q,Medium,1.80%,,2.06%
2015-02-24,3:00pm,EUR,German Final GDP q/q,Non-economic,0.7%,0.7%,0.7%
2015-02-24,4:15pm,CHF,Employment Level,Medium,4.23M,4.22M,4.23M
2015-02-24,5:10pm,GBP,MPC Member Forbes Speaks,Medium,,,
2015-02-24,6:00pm,EUR,Final CPI y/y,Medium,-0.6%,-0.6%,-0.6%
2015-02-24,6:00pm,EUR,Final Core CPI y/y,Non-economic,0.6%,0.6%,0.6%
2015-02-24,6:00pm,GBP,Monetary Policy Report Hearings,High,,,
2015-02-24,All Day,EUR,Eurogroup Meetings,High,,,
2015-02-24,9:30pm,CAD,Corporate Profits q/q,Non-economic,-2.8%,,3.7%
