Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2015-03-13,10:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,3.0%,,2.8%
2015-03-13,11:15pm,GBP,MPC Member Haldane Speaks,Medium,,,
2015-03-16,5:30am,NZD,BusinessNZ Services Index,Non-economic,55.6,,58.0
2015-03-16,6:00am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2015-03-16,7:01am,GBP,Rightmove HPI m/m,Non-economic,1.0%,,2.1%
2015-03-16,8:30am,AUD,New Motor Vehicle Sales m/m,Medium,2.9%,,-1.9%
2015-03-16,4:15pm,CHF,PPI m/m,Medium,-1.4%,0.4%,-0.6%
2015-03-16,4:15pm,CHF,Retail Sales y/y,Medium,-0.3%,2.6%,1.9%
2015-03-16,8:30pm,CAD,Foreign Securities Purchases,Medium,5.73B,-1.95B,-13.54B
2015-03-16,8:30pm,USD,Empire State Manufacturing Index,Medium,6.9,8.1,7.8
2015-03-16,9:15pm,USD,Capacity Utilization Rate,Medium,78.9%,79.5%,79.1%
2015-03-16,9:15pm,USD,Industrial Production m/m,Medium,0.1%,0.3%,-0.3%
2015-03-16,9:30pm,GBP,CB Leading Index m/m,Non-economic,0.2%,,0.0%
2015-03-16,10:00pm,USD,NAHB Housing Market Index,Medium,53,57,55
2015-03-17,2:45am,EUR,ECB President Draghi Speaks,High,,,
2015-03-17,4:00am,USD,TIC Long-Term Purchases,Non-economic,-27.2B,27.2B,39.2B
2015-03-17,8:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2015-03-17,10:00am,CNY,Foreign Direct Investment ytd/y,Non-economic,17.0%,,29.4%
2015-03-17,11:04am,JPY,Monetary Policy Statement,High,,,
2015-03-17,2:32pm,JPY,BOJ Press Conference,High,,,
2015-03-17,6:00pm,EUR,German ZEW Economic Sentiment,High,54.8,58.9,53.0
2015-03-17,6:00pm,EUR,Final CPI y/y,Medium,-0.3%,-0.3%,-0.3%
2015-03-17,6:00pm,EUR,ZEW Economic Sentiment,Medium,62.4,58.2,52.7
2015-03-17,6:00pm,EUR,Final Core CPI y/y,Non-economic,0.7%,0.6%,0.6%
2015-03-17,6:00pm,EUR,Final Employment Change q/q,Non-economic,0.1%,0.1%,0.4%
2015-03-17,8:30pm,CAD,Manufacturing Sales m/m,High,-1.7%,-1.1%,1.6%
2015-03-17,8:30pm,USD,Building Permits,High,1.09M,1.07M,1.06M
2015-03-17,8:30pm,USD,Housing Starts,Medium,0.90M,1.05M,1.08M
2015-03-17,10:00pm,USD,Treasury Sec Lew Speaks,Medium,,,
2015-03-17,10:18pm,NZD,GDT Price Index,High,-8.8%,,1.1%
2015-03-18,5:45am,NZD,Current Account,Medium,-3.19B,-3.12B,-5.02B
2015-03-18,7:30am,AUD,MI Leading Index m/m,Non-economic,0.3%,,0.1%
2015-03-18,7:50am,JPY,Trade Balance,Medium,-0.64T,-1.21T,-0.41T
2015-03-18,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2015-03-18,5:00pm,EUR,Italian Trade Balance,Non-economic,0.22B,4.32B,5.74B
2015-03-18,5:30pm,GBP,Average Earnings Index 3m/y,High,1.8%,2.2%,2.1%
2015-03-18,5:30pm,GBP,Claimant Count Change,High,-31.0K,-30.6K,-39.4K
2015-03-18,5:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2015-03-18,5:30pm,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2015-03-18,5:30pm,GBP,Unemployment Rate,Medium,5.7%,5.6%,5.7%
2015-03-18,6:00pm,CHF,UBS Economic Expectations,Non-economic,-37.9,,-73.0
2015-03-18,6:33pm,EUR,German 10-y Bond Auction,Non-economic,0.25|2.4,,0.37|1.4
2015-03-18,8:30pm,CAD,Wholesale Sales m/m,High,-3.1%,-0.7%,2.8%
2015-03-18,8:30pm,GBP,Annual Budget Release,High,,,
2015-03-18,10:30pm,USD,Crude Oil Inventories,Medium,9.6M,4.0M,4.5M
2015-03-19,2:00am,USD,Federal Funds Rate,High,<0.25%,<0.25%,<0.25%
2015-03-19,2:00am,USD,FOMC Economic Projections,High,,,
2015-03-19,2:00am,USD,FOMC Statement,High,,,
2015-03-19,2:00am,USD,Treasury Sec Lew Speaks,Medium,,,
2015-03-19,2:30am,USD,FOMC Press Conference,High,,,
2015-03-19,5:45am,NZD,GDP q/q,High,0.8%,0.8%,0.9%
2015-03-19,8:30am,AUD,RBA Bulletin,Non-economic,,,
2015-03-19,12:30pm,JPY,All Industries Activity m/m,Non-economic,1.9%,1.9%,-0.1%
2015-03-19,2:45pm,CHF,SECO Economic Forecasts,Non-economic,,,
2015-03-19,3:00pm,CHF,Trade Balance,Medium,2.47B,2.87B,3.41B
2015-03-19,4:30pm,CHF,Libor Rate,High,-0.75%,-0.75%,-0.75%
2015-03-19,4:30pm,CHF,SNB Monetary Policy Assessment,High,,,
2015-03-19,4:30pm,CHF,SNB Press Conference,High,,,
2015-03-19,5:00pm,EUR,ECB Economic Bulletin,Non-economic,,,
2015-03-19,Day 1,EUR,EU Economic Summit,High,,,
2015-03-19,6:20pm,EUR,Long Term Refinancing Operation,High,97.8B,40.0B,129.8B
2015-03-19,6:36pm,GBP,10-y Bond Auction,Non-economic,1.68|1.4,,1.62|1.6
2015-03-19,8:30pm,USD,Unemployment Claims,High,291K,295K,290K
2015-03-19,8:30pm,USD,Current Account,Medium,-113B,-103B,-99B
2015-03-19,10:00pm,USD,Philly Fed Manufacturing Index,High,5.0,7.2,5.2
2015-03-19,10:00pm,USD,CB Leading Index m/m,Non-economic,0.2%,0.3%,0.2%
2015-03-19,10:00pm,USD,FOMC Member Tarullo Speaks,Non-economic,,,
2015-03-19,10:30pm,USD,Natural Gas Storage,Non-economic,-45B,-50B,-198B
2015-03-20,5:45am,NZD,Visitor Arrivals m/m,Non-economic,6.9%,,1.2%
2015-03-20,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2015-03-20,10:00am,NZD,Credit Card Spending y/y,Non-economic,5.8%,,6.2%
2015-03-20,10:10am,AUD,RBA Gov Stevens Speaks,High,,,
2015-03-20,3:00pm,EUR,German PPI m/m,Non-economic,0.1%,0.2%,-0.6%
2015-03-20,5:00pm,EUR,Current Account,Non-economic,29.4B,21.3B,22.5B
2015-03-20,5:30pm,GBP,Public Sector Net Borrowing,Medium,6.2B,7.7B,-8.9B
2015-03-20,Day 2,EUR,EU Economic Summit,Medium,,,
2015-03-20,8:30pm,CAD,Core CPI m/m,High,0.6%,0.6%,0.2%
2015-03-20,8:30pm,CAD,Core Retail Sales m/m,High,-1.8%,-0.4%,-2.0%
2015-03-20,8:30pm,CAD,CPI m/m,Medium,0.9%,0.7%,-0.2%
2015-03-20,8:30pm,CAD,Retail Sales m/m,Medium,-1.7%,-0.7%,-1.8%
2015-03-20,10:20pm,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-03-20,11:30pm,USD,FOMC Member Evans Speaks,Medium,,,
2015-03-23,5:00am,NZD,Westpac Consumer Sentiment,Non-economic,117.4,,114.8
2015-03-23,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2015-03-23,7:00pm,GBP,CBI Industrial Order Expectations,Medium,0,9,10
2015-03-23,10:00pm,EUR,ECB President Draghi Speaks,High,,,
2015-03-23,10:00pm,USD,Existing Home Sales,Medium,4.88M,4.91M,4.82M
2015-03-23,11:00pm,EUR,Consumer Confidence,Non-economic,-4,-6,-7
2015-03-24,12:20am,USD,FOMC Member Fischer Speaks,High,,,
2015-03-24,7:00am,AUD,CB Leading Index m/m,Non-economic,0.4%,,0.3%
2015-03-24,9:15am,USD,FOMC Member Williams Speaks,Medium,,,
2015-03-24,9:35am,JPY,Flash Manufacturing PMI,Non-economic,50.4,52.1,51.6
2015-03-24,9:45am,CNY,Caixin Flash Manufacturing PMI,High,49.2,50.5,50.7
2015-03-24,10:00am,CNY,CB Leading Index m/m,Non-economic,1.5%,,0.5%
2015-03-24,12:50pm,AUD,RBA Assist Gov Edey Speaks,Medium,,,
2015-03-24,4:00pm,EUR,French Flash Manufacturing PMI,High,48.2,48.9,47.6
2015-03-24,4:00pm,EUR,French Flash Services PMI,Medium,52.8,53.1,53.4
2015-03-24,4:30pm,EUR,German Flash Manufacturing PMI,High,52.4,51.5,51.1
2015-03-24,4:30pm,EUR,German Flash Services PMI,Medium,55.3,55.0,54.7
2015-03-24,5:00pm,EUR,Flash Manufacturing PMI,Medium,51.9,51.6,51.0
2015-03-24,5:00pm,EUR,Flash Services PMI,Medium,54.3,53.9,53.7
2015-03-24,5:30pm,GBP,CPI y/y,High,0.0%,0.1%,0.3%
2015-03-24,5:30pm,GBP,PPI Input m/m,Medium,0.2%,1.6%,-3.6%
2015-03-24,5:30pm,GBP,RPI y/y,Medium,1.0%,0.9%,1.1%
2015-03-24,5:30pm,GBP,Core CPI y/y,Non-economic,1.2%,1.3%,1.4%
2015-03-24,5:30pm,GBP,ONS HPI y/y,Non-economic,8.4%,10.2%,9.8%
2015-03-24,5:30pm,GBP,PPI Output m/m,Non-economic,0.2%,-0.1%,-0.4%
2015-03-24,8:30pm,USD,Core CPI m/m,High,0.2%,0.1%,0.2%
2015-03-24,8:30pm,USD,CPI m/m,High,0.2%,0.2%,-0.7%
2015-03-24,8:30pm,USD,CPI y/y,High,0.0%,-0.1%,-0.1%
2015-03-24,9:00pm,USD,HPI m/m,Non-economic,0.3%,0.5%,0.7%
2015-03-24,9:45pm,USD,Flash Manufacturing PMI,Medium,55.3,54.9,55.1
2015-03-24,9:59pm,USD,Richmond Manufacturing Index,Non-economic,-8,2,0
2015-03-24,10:00pm,EUR,Belgian NBB Business Climate,Non-economic,-6.3,-7.5,-8.3
2015-03-24,10:00pm,USD,New Home Sales,Medium,539K,466K,500K
2015-03-25,5:45am,NZD,Trade Balance,High,50M,375M,33M
2015-03-25,7:50am,JPY,SPPI y/y,Non-economic,3.3%,3.3%,3.5%
2015-03-25,8:30am,AUD,RBA Financial Stability Review,Medium,,,
2015-03-25,3:00pm,CHF,UBS Consumption Indicator,Non-economic,1.19,,1.11
2015-03-25,5:00pm,EUR,German ifo Business Climate,High,107.9,107.4,106.8
2015-03-25,5:30pm,GBP,High Street Lending,Non-economic,37.3K,36.9K,36.5K
2015-03-25,6:30pm,USD,FOMC Member Evans Speaks,Medium,,,
2015-03-25,8:30pm,USD,Core Durable Goods Orders m/m,High,-0.4%,0.3%,0.0%
2015-03-25,8:30pm,USD,Durable Goods Orders m/m,Medium,-1.4%,0.3%,2.0%
2015-03-25,10:00pm,CHF,SNB Quarterly Bulletin,Non-economic,,,
2015-03-25,10:30pm,USD,Crude Oil Inventories,Medium,8.2M,5.0M,9.6M
2015-03-26,3:45am,CAD,Gov Council Member Lane Speaks,Medium,,,
2015-03-26,3:00pm,EUR,German GfK Consumer Climate,Medium,10.0,9.8,9.7
2015-03-26,5:00pm,EUR,M3 Money Supply y/y,Medium,4.0%,4.3%,3.7%
2015-03-26,5:00pm,EUR,Private Loans y/y,Medium,-0.1%,0.1%,-0.2%
2015-03-26,5:30pm,GBP,Retail Sales m/m,High,0.7%,0.4%,0.1%
2015-03-26,5:30pm,GBP,FPC Statement,Medium,,,
2015-03-26,7:00pm,GBP,CBI Realized Sales,Medium,18,16,1
2015-03-26,8:30pm,USD,Unemployment Claims,High,282K,291K,291K
2015-03-26,9:00pm,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-03-26,9:30pm,CAD,BOC Gov Poloz Speaks,High,,,
2015-03-26,9:45pm,USD,Flash Services PMI,Non-economic,58.6,57.2,57.1
2015-03-26,10:30pm,USD,Natural Gas Storage,Non-economic,12B,10B,-45B
2015-03-27,1:00am,CHF,Gov Board Member Zurbrugg Speaks,High,,,
2015-03-27,1:30am,GBP,BOE Gov Carney Speaks,Medium,,,
2015-03-27,7:30am,JPY,Household Spending y/y,Medium,-2.9%,-3.1%,-5.1%
2015-03-27,7:30am,JPY,Tokyo Core CPI y/y,Medium,2.2%,2.2%,2.2%
2015-03-27,7:30am,JPY,National Core CPI y/y,Non-economic,2.0%,2.1%,2.2%
2015-03-27,7:30am,JPY,Unemployment Rate,Non-economic,3.5%,3.5%,3.6%
2015-03-27,7:50am,JPY,Retail Sales y/y,Medium,-1.8%,-1.4%,-2.0%
2015-03-27,3:00pm,EUR,German Import Prices m/m,Non-economic,1.4%,0.5%,-0.8%
2015-03-27,3:00pm,GBP,Nationwide HPI m/m,Medium,0.1%,0.2%,-0.1%
2015-03-27,4:00pm,GBP,MPC Member Haldane Speaks,Medium,,,
2015-03-27,4:45pm,GBP,BOE Gov Carney Speaks,Medium,,,
2015-03-27,5:15pm,GBP,MPC Member Broadbent Speaks,Medium,,,
2015-03-27,6:00pm,EUR,Italian Retail Sales m/m,Non-economic,0.1%,0.1%,-0.1%
2015-03-27,6:30pm,USD,FOMC Member Fischer Speaks,Medium,,,
2015-03-27,8:30pm,USD,Final GDP q/q,High,2.2%,2.4%,2.2%
2015-03-27,8:30pm,USD,Final GDP Price Index q/q,Non-economic,0.1%,0.1%,0.1%
2015-03-27,10:00pm,USD,Revised UoM Consumer Sentiment,Medium,93.0,92.5,91.2
2015-03-27,10:00pm,USD,Revised UoM Inflation Expectations,Non-economic,3.0%,,3.0%
2015-03-28,3:45am,USD,Fed Chair Yellen Speaks,High,,,
2015-03-29,9:00am,CHF,Daylight Saving Time Shift,Low,,,
2015-03-29,9:00am,EUR,Daylight Saving Time Shift,Low,,,
2015-03-29,9:00am,GBP,Daylight Saving Time Shift,Low,,,
2015-03-30,7:50am,JPY,Prelim Industrial Production m/m,Medium,-3.4%,-1.8%,3.7%
2015-03-30,All Day,EUR,German Prelim CPI m/m,Medium,0.5%,0.4%,0.9%
2015-03-30,3:00pm,CHF,KOF Economic Barometer,Medium,90.8,89.3,90.3
2015-03-30,3:00pm,EUR,Spanish Flash CPI y/y,Medium,-0.7%,-1.0%,-1.1%
2015-03-30,4:30pm,GBP,Net Lending to Individuals m/m,Medium,2.5B,2.5B,2.4B
2015-03-30,4:30pm,GBP,M4 Money Supply m/m,Non-economic,-0.2%,-0.2%,-0.7%
2015-03-30,4:30pm,GBP,Mortgage Approvals,Non-economic,62K,62K,61K
2015-03-30,5:21pm,EUR,Italian 10-y Bond Auction,Non-economic,1.34|1.5,,1.36|1.5
2015-03-30,8:30pm,CAD,RMPI m/m,Medium,6.1%,5.1%,-7.8%
2015-03-30,8:30pm,CAD,IPPI m/m,Non-economic,1.8%,0.6%,-0.3%
2015-03-30,8:30pm,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.1%
2015-03-30,8:30pm,USD,Personal Spending m/m,Medium,0.1%,0.3%,-0.2%
2015-03-30,8:30pm,USD,Personal Income m/m,Non-economic,0.4%,0.3%,0.4%
2015-03-30,10:00pm,USD,Pending Home Sales m/m,Medium,3.1%,0.5%,1.2%
2015-03-31,5:45am,NZD,Building Consents m/m,Medium,-6.3%,,-4.6%
2015-03-31,6:58am,GBP,GfK Consumer Confidence,Non-economic,4,1,1
2015-03-31,7:15am,USD,FOMC Member Fischer Speaks,Medium,,,
2015-03-31,8:00am,AUD,HIA New Home Sales m/m,Non-economic,1.1%,,1.8%
2015-03-31,8:00am,NZD,ANZ Business Confidence,High,35.8,,34.4
2015-03-31,8:30am,AUD,Private Sector Credit m/m,Non-economic,0.5%,0.5%,0.6%
2015-03-31,1:00pm,JPY,Housing Starts y/y,Non-economic,-3.1%,-7.0%,-13.0%
2015-03-31,2:00pm,EUR,German Retail Sales m/m,Medium,-0.5%,-0.9%,2.3%
2015-03-31,2:45pm,EUR,French Consumer Spending m/m,Medium,0.1%,0.3%,0.7%
2015-03-31,3:55pm,EUR,German Unemployment Change,Medium,-15K,-10K,-20K
2015-03-31,4:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,12.7%,12.5%,12.6%
2015-03-31,4:30pm,GBP,Current Account,High,-25.3B,-21.2B,-27.7B
2015-03-31,4:30pm,GBP,Final GDP q/q,Medium,0.6%,0.5%,0.5%
2015-03-31,4:30pm,GBP,Index of Services 3m/3m,Non-economic,0.8%,0.7%,0.9%
2015-03-31,4:30pm,GBP,Revised Business Investment q/q,Non-economic,-0.9%,-1.4%,-1.4%
2015-03-31,5:00pm,EUR,CPI Flash Estimate y/y,High,-0.1%,-0.3%,-0.3%
2015-03-31,5:00pm,EUR,Core CPI Flash Estimate y/y,Medium,0.6%,0.6%,0.7%
2015-03-31,5:00pm,EUR,Unemployment Rate,Medium,11.3%,11.2%,11.4%
2015-03-31,5:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.1%,0.2%,0.4%
2015-03-31,8:00pm,USD,FOMC Member Lacker Speaks,Medium,,,
2015-03-31,8:30pm,CAD,GDP m/m,High,-0.1%,0.2%,0.3%
2015-03-31,8:50pm,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-03-31,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Non-economic,4.6%,4.6%,4.4%
2015-03-31,9:45pm,USD,Chicago PMI,Medium,46.3,52.5,45.8
2015-03-31,10:00pm,USD,CB Consumer Confidence,High,101.3,96.6,98.8
2015-04-01,6:30am,AUD,AIG Manufacturing Index,Non-economic,46.3,,45.4
2015-04-01,7:50am,JPY,Tankan Manufacturing Index,Medium,12,14,12
2015-04-01,7:50am,JPY,Tankan Non-Manufacturing Index,Medium,19,17,16
2015-04-01,8:30am,AUD,Building Approvals m/m,High,-3.2%,-3.8%,5.9%
2015-04-01,9:00am,CNY,Manufacturing PMI,High,50.1,49.7,49.9
2015-04-01,9:00am,CNY,Non-Manufacturing PMI,Medium,53.7,,53.9
2015-04-01,9:35am,JPY,Final Manufacturing PMI,Non-economic,50.3,50.4,50.4
2015-04-01,9:45am,CNY,Caixin Manufacturing PMI,High,49.6,49.3,49.2
2015-04-01,1:30pm,AUD,Commodity Prices y/y,Non-economic,-19.7%,,-21.6%
2015-04-01,3:15pm,EUR,Spanish Manufacturing PMI,Medium,54.3,54.0,54.2
2015-04-01,3:30pm,CHF,Manufacturing PMI,Non-economic,47.9,47.2,47.3
2015-04-01,3:45pm,EUR,Italian Manufacturing PMI,Medium,53.3,52.2,51.9
2015-04-01,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,48.8,48.2,48.2
2015-04-01,3:55pm,EUR,German Final Manufacturing PMI,Medium,52.8,52.4,52.4
2015-04-01,4:00pm,EUR,Final Manufacturing PMI,Non-economic,52.2,51.9,51.9
2015-04-01,4:30pm,GBP,Final Manufacturing PMI,High,54.4,54.5,54.0
2015-04-01,8:15pm,USD,ADP Non-Farm Employment Change,High,189K,227K,214K
2015-04-01,9:00pm,USD,FOMC Member Williams Speaks,Medium,,,
2015-04-01,9:30pm,CAD,Manufacturing PMI,Non-economic,48.9,,48.7
2015-04-01,9:45pm,USD,Final Manufacturing PMI,Non-economic,55.7,55.3,55.3
2015-04-01,9:58pm,NZD,GDT Price Index,High,-10.8%,,-8.8%
2015-04-01,10:00pm,USD,ISM Manufacturing PMI,High,51.5,52.5,52.9
2015-04-01,10:00pm,USD,Construction Spending m/m,Non-economic,-0.1%,-0.1%,-1.7%
2015-04-01,10:00pm,USD,ISM Manufacturing Prices,Non-economic,39.0,38.1,35.0
2015-04-01,10:30pm,USD,Crude Oil Inventories,Medium,4.8M,4.2M,8.2M
2015-04-01,10:30pm,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-04-01,All Day,USD,Total Vehicle Sales,Non-economic,17.2M,16.7M,16.2M
2015-04-02,7:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.4%,,0.0%
2015-04-02,7:50am,JPY,Monetary Base y/y,Non-economic,35.2%,35.3%,36.7%
2015-04-02,8:00am,NZD,ANZ Commodity Prices m/m,Non-economic,4.6%,,4.2%
2015-04-02,8:30am,AUD,Goods Trade Balance,High,-1.26B,-1.28B,-1.00B
2015-04-02,11:45am,JPY,10-y Bond Auction,Non-economic,0.37|2.7,,0.40|2.8
2015-04-02,4:30pm,GBP,Construction PMI,High,57.8,59.7,60.1
2015-04-02,4:59pm,EUR,French 10-y Bond Auction,Non-economic,0.46|1.7,,0.67|1.5
2015-04-02,7:30pm,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2015-04-02,7:30pm,USD,Challenger Job Cuts y/y,Non-economic,6.4%,,20.9%
2015-04-02,8:30pm,CAD,Trade Balance,High,-1.0B,-2.0B,-1.5B
2015-04-02,8:30pm,USD,Trade Balance,High,-35.4B,-41.3B,-42.7B
2015-04-02,8:30pm,USD,Unemployment Claims,High,268K,286K,288K
2015-04-02,8:40pm,USD,Fed Chair Yellen Speaks,Medium,,,
2015-04-02,10:00pm,USD,Factory Orders m/m,Medium,0.2%,-0.4%,-0.7%
2015-04-02,10:30pm,USD,Natural Gas Storage,Non-economic,-18B,-9B,12B
2015-04-03,2:15am,USD,President Obama Speaks,Non-economic,,,
2015-04-03,3:45am,USD,FOMC Member Brainard Speaks,Medium,,,
2015-04-03,All Day,NZD,Bank Holiday,Low,,,
2015-04-03,All Day,AUD,Bank Holiday,Low,,,
2015-04-03,9:45am,CNY,Caixin Services PMI,Medium,52.3,,52.0
2015-04-03,1:44pm,JPY,Average Cash Earnings y/y,Medium,0.5%,0.7%,0.6%
2015-04-03,All Day,CHF,Bank Holiday,Low,,,
2015-04-03,All Day,EUR,German Bank Holiday,Low,,,
2015-04-03,All Day,GBP,Bank Holiday,Low,,,
2015-04-03,All Day,CAD,Bank Holiday,Low,,,
2015-04-03,8:30pm,USD,Non-Farm Employment Change,High,126K,246K,264K
2015-04-03,8:30pm,USD,Unemployment Rate,High,5.5%,5.5%,5.5%
2015-04-03,8:30pm,USD,Average Hourly Earnings m/m,Medium,0.3%,0.2%,0.1%
2015-04-04,10:00pm,NZD,Daylight Saving Time Shift,Low,,,
2015-04-05,12:00am,AUD,Daylight Saving Time Shift,Low,,,
2015-04-06,All Day,NZD,Bank Holiday,Low,,,
2015-04-06,All Day,AUD,Bank Holiday,Low,,,
2015-04-06,All Day,CNY,Bank Holiday,Low,,,
2015-04-06,1:00pm,JPY,Leading Indicators,Non-economic,105.3%,105.2%,105.5%
2015-04-06,All Day,CHF,Bank Holiday,Low,,,
2015-04-06,All Day,EUR,Italian Bank Holiday,Low,,,
2015-04-06,All Day,EUR,French Bank Holiday,Low,,,
2015-04-06,All Day,EUR,German Bank Holiday,Low,,,
2015-04-06,3:00pm,EUR,Spanish Unemployment Change,High,-60.2K,-18.3K,-13.5K
2015-04-06,All Day,GBP,Bank Holiday,Low,,,
2015-04-06,8:30pm,USD,FOMC Member Dudley Speaks,High,,,
2015-04-06,9:45pm,USD,Final Services PMI,Non-economic,59.2,58.6,58.6
2015-04-06,10:00pm,CAD,Ivey PMI,High,47.9,51.1,49.7
2015-04-06,10:00pm,USD,ISM Services PMI,High,56.5,56.6,56.9
2015-04-06,10:00pm,USD,Labor Market Conditions Index m/m,Non-economic,-0.3,,2.0
2015-04-06,10:30pm,CAD,BOC Business Outlook Survey,Medium,,,
2015-04-07,7:30am,AUD,AIG Services Index,Non-economic,50.2,,51.7
2015-04-07,9:30am,AUD,Retail Sales m/m,High,0.7%,0.4%,0.5%
2015-04-07,9:30am,AUD,ANZ Job Advertisements m/m,Medium,-1.4%,,0.7%
2015-04-07,12:30pm,AUD,Cash Rate,High,2.25%,2.25%,2.25%
2015-04-07,12:30pm,AUD,RBA Rate Statement,High,,,
2015-04-07,3:00pm,CHF,Foreign Currency Reserves,Medium,522B,,509B
2015-04-07,3:15pm,EUR,Spanish Services PMI,Medium,57.3,56.5,56.2
2015-04-07,3:45pm,EUR,Italian Services PMI,Medium,51.6,51.1,50.0
2015-04-07,3:50pm,EUR,French Final Services PMI,Non-economic,52.4,52.8,52.8
2015-04-07,3:55pm,EUR,German Final Services PMI,Medium,55.4,55.3,55.3
2015-04-07,4:00pm,EUR,Final Services PMI,Non-economic,54.2,54.3,54.3
2015-04-07,4:30pm,EUR,Sentix Investor Confidence,Non-economic,20.0,20.9,18.6
2015-04-07,4:30pm,GBP,Final Services PMI,High,58.9,57.1,56.7
2015-04-07,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2015-04-07,5:00pm,EUR,PPI m/m,Non-economic,0.5%,0.1%,-1.1%
2015-04-07,10:00pm,USD,JOLTS Job Openings,Medium,5.13M,5.01M,4.97M
2015-04-07,10:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,51.3,49.1,49.1
2015-04-08,3:00am,USD,Consumer Credit m/m,Non-economic,15.5B,12.4B,10.8B
2015-04-08,7:01am,GBP,BRC Shop Price Index y/y,Non-economic,-2.1%,,-1.7%
2015-04-08,7:50am,JPY,Current Account,Medium,0.60T,0.61T,1.06T
2015-04-08,11:36am,JPY,Monetary Policy Statement,High,,,
2015-04-08,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,52.2,50.6,50.1
2015-04-08,2:00pm,EUR,German Factory Orders m/m,Medium,-0.9%,1.5%,-2.6%
2015-04-08,2:32pm,JPY,BOJ Press Conference,High,,,
2015-04-08,2:45pm,EUR,French Trade Balance,Non-economic,-3.4B,-3.8B,-3.7B
2015-04-08,3:15pm,CHF,CPI m/m,Medium,0.3%,0.1%,-0.3%
2015-04-08,4:10pm,EUR,Retail PMI,Non-economic,48.6,,46.4
2015-04-08,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2015-04-08,4:30pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-13.0B,-10.2B,-12.2B
2015-04-08,5:00pm,EUR,Retail Sales m/m,Medium,-0.2%,-0.1%,0.9%
2015-04-08,9:30pm,USD,FOMC Member Dudley Speaks,Medium,,,
2015-04-08,10:30pm,USD,Crude Oil Inventories,Medium,10.9M,3.3M,4.8M
2015-04-09,1:01am,USD,10-y Bond Auction,Non-economic,1.93|2.6,,2.14|2.6
2015-04-09,2:00am,USD,FOMC Meeting Minutes,High,,,
2015-04-09,7:30am,AUD,AIG Construction Index,Non-economic,50.1,,43.9
2015-04-09,11:45am,JPY,30-y Bond Auction,Non-economic,1.38|2.9,,1.51|3.8
2015-04-09,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2015-04-09,1:58pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,14.6%,,28.9%
2015-04-09,2:00pm,EUR,German Industrial Production m/m,Non-economic,0.2%,0.1%,-0.4%
2015-04-09,2:00pm,EUR,German Trade Balance,Non-economic,19.7B,20.3B,19.6B
2015-04-09,2:59pm,GBP,Halifax HPI m/m,Medium,0.4%,0.1%,-0.4%
2015-04-09,4:30pm,GBP,Goods Trade Balance,Medium,-10.3B,-8.9B,-9.2B
2015-04-09,4:45pm,EUR,Spanish 10-y Bond Auction,Non-economic,1.23|1.9,,1.02|1.7
2015-04-09,7:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2015-04-09,7:00pm,GBP,Asset Purchase Facility,Medium,375B,375B,375B
2015-04-09,8:30pm,CAD,Building Permits m/m,High,-0.9%,3.4%,-12.3%
2015-04-09,8:30pm,CAD,NHPI m/m,Medium,0.2%,0.1%,-0.1%
2015-04-09,8:30pm,USD,Unemployment Claims,High,281K,283K,267K
2015-04-09,10:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.3%,0.2%,0.4%
2015-04-09,10:30pm,USD,Natural Gas Storage,Non-economic,15B,10B,-18B
2015-04-10,1:01am,USD,30-y Bond Auction,Non-economic,2.60|2.2,,2.68|2.2
2015-04-10,4:30am,USD,Treasury Currency Report,Medium,,,
2015-04-10,7:50am,JPY,Bank Lending y/y,Non-economic,2.6%,,2.5%
2015-04-10,9:30am,AUD,Home Loans m/m,Medium,1.2%,3.0%,-1.7%
